headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Italian,Adua,Proper noun, f,Adwa / Adowa, Adwa / Adowa,"<li id=""mwBg""> Adwa / Adowa</li>"
Italian,Adua,Proper noun, f,A female given name, A female given name,"<li id=""mwCQ""> <span class=""use-with-mention"" id=""mwCg"">A female <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Adula,Proper noun, ?,The Swiss mountain Rheinwaldhorn, The Swiss mountain Rheinwaldhorn,"<li id=""mwBw""> The Swiss mountain <a href=""Rheinwaldhorn.html"" id=""mwCA"" title=""Rheinwaldhorn"">Rheinwaldhorn</a></li>"
Italian,Afragola,Etymology,,From fragola .,"From fragola (""strawberry"").","<p id=""mwAg"">From <a href=""fragola.html"" id=""mwAw"" title=""fragola"">fragola</a> (""strawberry"").</p>"
Italian,Afragola,Proper noun, ?,a town in the province of Naples in Campania in Italy., a town in the province of Naples in Campania in Italy.,"<li id=""mwCA""> a <a href=""town.html"" id=""mwCQ"" title=""town"">town</a> in the province of <a href=""Naples.html"" id=""mwCg"" title=""Naples"">Naples</a> in <a href=""Campania.html"" id=""mwCw"" title=""Campania"">Campania</a> in <a href=""Italy.html"" id=""mwDA"" title=""Italy"">Italy</a>.</li>"
Italian,Afragola,Derived terms,,afragolese, afragolese,"<li id=""mwDg""> <span class=""Latn"" id=""mwDw"" lang=""it""><a href=""afragolese.html"" title=""afragolese"">afragolese</a></span></li>"
Italian,Afrodite,Etymology,,From Ancient Greek Ἀφροδίτη ‎.,From Ancient Greek Ἀφροδίτη ‎(Aphrodítē).,"<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Ancient%20Greek%20language"" title=""w:Ancient Greek language"">Ancient Greek</a></span></span> <i class=""polytonic mention"" id=""mwBQ"" lang=""grc""><a href=""%E1%BC%88%CF%86%CF%81%CE%BF%CE%B4%CE%AF%CF%84%CE%B7.html"" title=""Ἀφροδίτη"">Ἀφροδίτη</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">Aphrodítē</span><span class=""mention-gloss-paren"" id=""mwBg"">)</span>.</p>"
Italian,Afrodite,Proper noun, f, Aphrodite , (Greek mythology) Aphrodite ,"<li id=""mwCw""> <span class=""ib-brac"" id=""mwDA"">(</span><span class=""ib-content""><a href=""Greek.html"" title=""Greek"">Greek</a> <a href=""mythology.html"" title=""mythology"">mythology</a></span><span class=""ib-brac"" id=""mwDQ"">)</span> <a href=""Aphrodite.html"" id=""mwDg"" title=""Aphrodite"">Aphrodite</a> </li>"
Italian,Afrodite,Related terms,,Venere, Venere,"<li id=""mwEA""> <span class=""Latn"" id=""mwEQ"" lang=""it""><a href=""Venere.html"" title=""Venere"">Venere</a></span></li>"
Italian,Agamennone,Etymology,,From Ancient Greek Ἀγαμέμνων ‎.,"From Ancient Greek Ἀγαμέμνων ‎(Agamémnōn, “very resolute”).","<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Ancient%20Greek%20language"" title=""w:Ancient Greek language"">Ancient Greek</a></span></span> <i class=""polytonic mention"" id=""mwBQ"" lang=""grc""><a href=""%E1%BC%88%CE%B3%CE%B1%CE%BC%CE%AD%CE%BC%CE%BD%CF%89%CE%BD.html"" title=""Ἀγαμέμνων"">Ἀγαμέμνων</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">Agamémnōn</span><span>, </span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">very resolute</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwBg"">)</span>.</p>"
Italian,Agamennone,Proper noun, m, Agamemnon, (Greek mythology) Agamemnon,"<li id=""mwCw""> <span class=""ib-brac"" id=""mwDA"">(</span><span class=""ib-content""><a href=""Greek.html"" title=""Greek"">Greek</a> <a href=""mythology.html"" title=""mythology"">mythology</a></span><span class=""ib-brac"" id=""mwDQ"">)</span> <a href=""Agamemnon.html"" id=""mwDg"" title=""Agamemnon"">Agamemnon</a></li>"
Italian,Agapito,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agata,Proper noun, f,"A female given name, cognate to English Agatha"," A female given name, cognate to English Agatha","<li id=""mwBw""> <span class=""use-with-mention"" id=""mwCA"">A female <a href=""given_name.html"" title=""given name"">given name</a></span>, cognate to English <a href=""Agatha.html"" id=""mwCg"" title=""Agatha"">Agatha</a></li>"
Italian,Agatino,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agato,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agatocle,Etymology,,From Ancient Greek Ἀγαθοκλῆς ‎.,From Ancient Greek Ἀγαθοκλῆς ‎(Agathoklês).,"<p id=""mwAQ"">From <span class=""etyl"" id=""mwAg""><a class=""external"" href=""https://en.wikipedia.org/wiki/Ancient%20Greek%20language"" title=""w:Ancient Greek language"">Ancient Greek</a></span><span> </span><i class=""polytonic mention"" lang=""grc""><a href=""%E1%BC%88%CE%B3%CE%B1%CE%B8%CE%BF%CE%BA%CE%BB%E1%BF%86%CF%82.html"" title=""Ἀγαθοκλῆς"">Ἀγαθοκλῆς</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">Agathoklês</span><span class=""mention-gloss-paren"" id=""mwAw"">)</span>.</p>"
Italian,Agatocle,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwCA""> <span class=""use-with-mention"" id=""mwCQ"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agatodoro,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agatone,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agazio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agazzi,Proper noun, ?,A  surname​., A  surname​.,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A  <a href=""surname.html"" title=""surname"">surname</a><span>​</span>.</span></li>"
Italian,Agazzi,Proper noun, ?,A small town in the province or Arezzo in Tuscany, A small town in the province or Arezzo in Tuscany,"<li id=""mwCQ""> A small <a href=""town.html"" id=""mwCg"" title=""town"">town</a> in the province or <a href=""Arezzo.html"" id=""mwCw"" title=""Arezzo"">Arezzo</a> in <a href=""Tuscany.html"" id=""mwDA"" title=""Tuscany"">Tuscany</a></li>"
Italian,Agenore,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agente Arancio,Noun,,Agent Orange, Agent Orange,"<li id=""mwBw""> <a href=""Agent_Orange.html"" id=""mwCA"" title=""Agent Orange"">Agent Orange</a></li>"
Italian,Agenzia delle Entrate,Proper noun,te f,"The agency of the Italian government that collects tax and enforces the tax laws, analogously to the Internal Revenue Service of the Unites States of America."," The agency of the Italian government that collects tax and enforces the tax laws, analogously to the Internal Revenue Service of the Unites States of America.","<li id=""mwBg""> <span class=""Latn"" id=""mwBw"" lang=""en"">The agency of the <a href=""Italy.html"" title=""Italy"">Italian</a> <a href=""government.html"" title=""government"">government</a> that collects tax and enforces the tax laws, analogously to the <a href=""Internal_Revenue_Service.html"" title=""Internal Revenue Service"">Internal Revenue Service</a> of the Unites States of America.</span></li>"
Italian,Agesilao,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Aggeo,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agilulfo,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agira,Proper noun, ?,A small town in the Enna province of Sicily, A small town in the Enna province of Sicily,"<li id=""mwBw""> A small town in the <a href=""Enna.html"" id=""mwCA"" title=""Enna"">Enna</a> province of <a href=""Sicily.html"" id=""mwCQ"" title=""Sicily"">Sicily</a></li>"
Italian,Agliana,Proper noun, ?,A town in the Pistoia province of Tuscany, A town in the Pistoia province of Tuscany,"<li id=""mwBg""> A town in the <a href=""Pistoia.html"" id=""mwBw"" title=""Pistoia"">Pistoia</a> province of <a href=""Tuscany.html"" id=""mwCA"" title=""Tuscany"">Tuscany</a></li>"
Italian,Agliana,Derived terms,,aglianese, aglianese,"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""it""><a href=""aglianese.html"" title=""aglianese"">aglianese</a></span></li>"
Italian,Agnello,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agnese,Proper noun, f,"A female given name, cognate to English Agnes."," A female given name, cognate to English Agnes.","<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A female <a href=""given_name.html"" title=""given name"">given name</a></span>, cognate to English <a href=""Agnes.html"" id=""mwCQ"" title=""Agnes"">Agnes</a>.</li>"
Italian,Agnesi,Proper noun, ?,A  surname​., A  surname​.,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A  <a href=""surname.html"" title=""surname"">surname</a><span>​</span>.</span></li>"
Italian,Agnesi,Proper noun, ?,"Maria Gaetana Agnesi, Italian mathematician"," Maria Gaetana Agnesi, Italian mathematician","<li id=""mwCQ""> <a class=""external"" href=""https://en.wikipedia.org/wiki/it:Maria%20Gaetana%20Agnesi"" id=""mwCg"" title=""w:it:Maria Gaetana Agnesi"">Maria Gaetana Agnesi</a>, Italian mathematician</li>"
Italian,Agnesio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agno,Proper noun, m,A river that flows in Veneto, A river that flows in Veneto,"<li id=""mwBw""> A <a href=""river.html"" id=""mwCA"" title=""river"">river</a> that flows in <a href=""Veneto.html"" id=""mwCQ"" title=""Veneto"">Veneto</a></li>"
Italian,Agogna,Etymology,,From Latin Aconia. ,From Latin Aconia. ,"<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span></span> <i class=""Latn mention"" id=""mwBQ"" lang=""la"">Aconia</i>. </p>"
Italian,Agogna,Proper noun, m,A river that flows in Piedmont and Lombardy, A river that flows in Piedmont and Lombardy,"<li id=""mwCw""> A <a href=""river.html"" id=""mwDA"" title=""river"">river</a> that flows in <a href=""Piedmont.html"" id=""mwDQ"" title=""Piedmont"">Piedmont</a> and <a href=""Lombardy.html"" id=""mwDg"" title=""Lombardy"">Lombardy</a></li>"
Italian,Agostino,Etymology,,Evolution of Latin Augustus.,Evolution of Latin Augustus.,"<p id=""mwAg"">Evolution of <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span></span> <i class=""Latn mention"" id=""mwBQ"" lang=""la""><a href=""Augustus.html"" title=""Augustus"">Augustus</a></i>.</p>"
Italian,Agostino,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwCg""> <span class=""use-with-mention"" id=""mwCw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agresta,Proper noun, ?,A Calabrian branch of the 'Ndrangheta, A Calabrian branch of the 'Ndrangheta,"<li id=""mwBw""> A <a href=""Calabrian.html"" id=""mwCA"" title=""Calabrian"">Calabrian</a> branch of the <a href=""'Ndrangheta.html"" id=""mwCQ"" title=""'Ndrangheta"">'Ndrangheta</a></li>"
Italian,Agri,Etymology,,From Latin Aciris. ,From Latin Aciris. ,"<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span></span> <i class=""Latn mention"" id=""mwBQ"" lang=""la""><a href=""Aciris.html"" title=""Aciris"">Aciris</a></i>. </p>"
Italian,Agri,Proper noun, m,A river that flows in Basilicata, A river that flows in Basilicata,"<li id=""mwCw""> A <a href=""river.html"" id=""mwDA"" title=""river"">river</a> that flows in <a href=""Basilicata.html"" id=""mwDQ"" title=""Basilicata"">Basilicata</a></li>"
Italian,Agrippino,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Agropoli,Proper noun, ?,A town in the Salerno province of Campania, A town in the Salerno province of Campania,"<li id=""mwBg""> A town in the <a href=""Salerno.html"" id=""mwBw"" title=""Salerno"">Salerno</a> province of <a href=""Campania.html"" id=""mwCA"" title=""Campania"">Campania</a></li>"
Italian,Agropoli,Derived terms,,agropolese, agropolese,"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""it""><a href=""agropolese.html"" title=""agropolese"">agropolese</a></span></li>"
Italian,Aguinaldo,Proper noun, m,A male given name, A male given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Aia,Proper noun, f,The Hague, The Hague,"<li id=""mwBw""> <a href=""The_Hague.html"" id=""mwCA"" title=""The Hague"">The Hague</a></li>"
Italian,Aiace,Etymology,,"From Latin Aiāx, from Ancient Greek Αἴας ‎.","From Latin Aiāx, from Ancient Greek Αἴας ‎(Aías).","<p id=""mwAQ"">From <span class=""etylcleanup"" id=""mwAg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span></span> <i class=""Latn mention"" id=""mwBA"" lang=""la"">Aiāx</i>, from <span class=""etylcleanup"" id=""mwBQ""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Ancient%20Greek%20language"" title=""w:Ancient Greek language"">Ancient Greek</a></span></span> <i class=""polytonic mention"" id=""mwBw"" lang=""grc""><a href=""%CE%91%E1%BC%B4%CE%B1%CF%82.html"" title=""Αἴας"">Αἴας</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">Aías</span><span class=""mention-gloss-paren"" id=""mwCA"">)</span>.</p>"
Italian,Aiace,Proper noun, m, Ajax, (Greek mythology) Ajax,"<li id=""mwDQ""> <span class=""ib-brac"" id=""mwDg"">(</span><span class=""ib-content""><a href=""Greek.html"" title=""Greek"">Greek</a> <a href=""mythology.html"" title=""mythology"">mythology</a></span><span class=""ib-brac"" id=""mwDw"">)</span> <a href=""Ajax.html"" id=""mwEA"" title=""Ajax"">Ajax</a></li>"
Italian,Aido,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Aimone,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Akragas,Alternative forms,,Acragas, Acragas,"<li id=""mwAg""> <span class=""Latn"" id=""mwAw"" lang=""it"">Acragas</span></li>"
Italian,Akragas,Etymology,,"Borrowing from Ancient Greek Ἀκράγᾱς ‎, whence also Agrigento and Sicilian Girgenti.","Borrowing from Ancient Greek Ἀκράγᾱς ‎(Akrágās), whence also Agrigento and Sicilian Girgenti.","<p id=""mwBQ"">Borrowing<span> from </span><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Ancient%20Greek%20language"" title=""w:Ancient Greek language"">Ancient Greek</a></span><span> </span><i class=""polytonic mention"" lang=""grc""><a href=""%E1%BC%88%CE%BA%CF%81%CE%AC%CE%B3%CE%B1%CF%82.html"" title=""Ἀκράγας"">Ἀκράγᾱς</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">Akrágās</span><span class=""mention-gloss-paren"">)</span>, whence also <i class=""Latn mention"" id=""mwCA"" lang=""it""><a href=""Agrigento.html"" title=""Agrigento"">Agrigento</a></i> and <span class=""etyl"" id=""mwCQ""><a class=""external"" href=""https://en.wikipedia.org/wiki/Sicilian%20language"" title=""w:Sicilian language"">Sicilian</a></span><span> </span><i class=""Latn mention"" id=""mwCg"" lang=""scn"">Girgenti</i>.</p>"
Italian,Akragas,Pronunciation,,"IPA: /aˈkra.ɡas/, [äˈkräːɡäs]"," IPA(key): /aˈkra.ɡas/, [äˈkräːɡäs]","<li id=""mwDQ""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/aˈkra.ɡas/</span><span>, </span><span class=""IPA"" lang="""">[äˈkräːɡäs]</span></li>"
Italian,Akragas,Proper noun, f,"An ancient Greek city, part of modern Agrigento, in Sicily."," An ancient Greek city, part of modern Agrigento, in Sicily.","<li id=""mwFA""> <span class=""Latn"" id=""mwFQ"" lang=""en"">An ancient <a href=""Greek.html"" title=""Greek"">Greek</a> <a href=""city.html"" title=""city"">city</a>, part of modern <a href=""Agrigento.html"" title=""Agrigento"">Agrigento</a>, in <a href=""Sicily.html"" title=""Sicily"">Sicily</a>.</span></li>"
Italian,Alachis,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Aladino,Proper noun, m,Aladdin, Aladdin,"<li id=""mwBQ""> <a href=""Aladdin.html"" id=""mwBg"" title=""Aladdin"">Aladdin</a></li>"
Italian,Alagis,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Alahis,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Alanno,Proper noun, ?,"A municipality in the province of Pescara , Italy."," A municipality in the province of Pescara , Italy.","<li id=""mwBQ""> A <a href=""municipality.html"" id=""mwBg"" title=""municipality"">municipality</a> in the province of <a href=""Pescara.html"" id=""mwBw"" title=""Pescara"">Pescara</a> , Italy.</li>"
Italian,Alano,Proper noun, m,"A male given name, Italian equivalent to Alan."," A male given name, Italian equivalent to Alan.","<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span>, Italian equivalent to <a href=""Alan.html"" id=""mwCQ"" title=""Alan"">Alan</a>.</li>"
Italian,Alarico,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Alassandro,Proper noun, ?,A misspelling of Alessandro., A misspelling of Alessandro.,"<li id=""mwBQ""> A <a href=""misspelling.html"" id=""mwBg"" title=""misspelling"">misspelling</a> of <a href=""Alessandro.html"" id=""mwBw"" title=""Alessandro"">Alessandro</a>.</li>"
Italian,Alatri,Etymology,,From Latin Alētrium.,From Latin Alētrium.,"<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span></span> <i class=""Latn mention"" id=""mwBQ"" lang=""la""><a href=""Aletrium.html"" title=""Aletrium"">Alētrium</a></i>.</p>"
Italian,Alatri,Proper noun, f,A town in the Frosinone province of Lazio, A town in the Frosinone province of Lazio,"<li id=""mwCg""> A town in the <a href=""Frosinone.html"" id=""mwCw"" title=""Frosinone"">Frosinone</a> province of <a href=""Lazio.html"" id=""mwDA"" title=""Lazio"">Lazio</a></li>"
Italian,Alatri,Derived terms,,alatrese, alatrese,"<li id=""mwDg""> <span class=""Latn"" id=""mwDw"" lang=""it""><a href=""alatrese.html"" title=""alatrese"">alatrese</a></span></li>"
Italian,Albanese,Proper noun, ?,"An Italian surname​, originally of someone from Albania."," An Italian surname​, originally of someone from Albania.","<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">An Italian <a href=""surname.html"" title=""surname"">surname</a><span>​</span></span>, originally of someone from <a href=""Albania.html"" id=""mwCQ"" title=""Albania"">Albania</a>.</li>"
Italian,Albanese,External links,,"Antonio Albanese, Italian comedian.,  Giacomo Albanese, Italian mathematician.,  Licia Albanese, Italian opera singer."," Antonio Albanese, Italian comedian.,  Giacomo Albanese, Italian mathematician.,  Licia Albanese, Italian opera singer.","<li id=""mwCw""> <a class=""external"" href=""https://en.wikipedia.org/wiki/Antonio%20Albanese"" id=""mwDA"" title=""w:Antonio Albanese"">Antonio Albanese</a>, Italian comedian.</li>, <li id=""mwDQ""> <a class=""external"" href=""https://en.wikipedia.org/wiki/Giacomo%20Albanese"" id=""mwDg"" title=""w:Giacomo Albanese"">Giacomo Albanese</a>, Italian mathematician.</li>, <li id=""mwDw""> <a class=""external"" href=""https://en.wikipedia.org/wiki/Licia%20Albanese"" id=""mwEA"" title=""w:Licia Albanese"">Licia Albanese</a>, Italian opera singer.</li>"
Italian,Albania caucasica,Proper noun,,Caucasian Albania, Caucasian Albania,"<li id=""mwBw""> <span class=""Latn"" id=""mwCA"" lang=""en""><a href=""Caucasian_Albania.html"" title=""Caucasian Albania"">Caucasian Albania</a></span></li>"
Italian,Albano,Proper noun, m,Alban, Alban,"<li id=""mwBg""> <a href=""Alban.html"" id=""mwBw"" title=""Alban"">Alban</a></li>"
Italian,Albano Laziale,Proper noun, ?,A town in the Roma province of Lazio, A town in the Roma province of Lazio,"<li id=""mwBg""> A town in the <a href=""Roma.html"" id=""mwBw"" title=""Roma"">Roma</a> province of <a href=""Lazio.html"" id=""mwCA"" title=""Lazio"">Lazio</a></li>"
Italian,Albano Laziale,Derived terms,,albanense, albanense,"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""it""><a href=""albanense.html"" title=""albanense"">albanense</a></span></li>"
Italian,Albegna,Etymology,,From Latin Albinia. ,From Latin Albinia. ,"<p id=""mwAQ"">From <span class=""etylcleanup"" id=""mwAg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span></span> <i class=""Latn mention"" id=""mwBA"" lang=""la"">Albinia</i>. </p>"
Italian,Albegna,Proper noun, m,A river that flows in Tuscany, A river that flows in Tuscany,"<li id=""mwCg""> A <a href=""river.html"" id=""mwCw"" title=""river"">river</a> that flows in <a href=""Tuscany.html"" id=""mwDA"" title=""Tuscany"">Tuscany</a></li>"
Italian,Albenga,Etymology,,From Latin Albingaunum.,From Latin Albingaunum.,"<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span></span> <i class=""Latn mention"" id=""mwBQ"" lang=""la""><a href=""Albingaunum.html"" title=""Albingaunum"">Albingaunum</a></i>.</p>"
Italian,Albenga,Proper noun, f,a town in the province of Savona in Liguria in Italy., a town in the province of Savona in Liguria in Italy.,"<li id=""mwCg""> a <a href=""town.html"" id=""mwCw"" title=""town"">town</a> in the province of <a href=""Savona.html"" id=""mwDA"" title=""Savona"">Savona</a> in <a href=""Liguria.html"" id=""mwDQ"" title=""Liguria"">Liguria</a> in <a href=""Italy.html"" id=""mwDg"" title=""Italy"">Italy</a>.</li>"
Italian,Albenga,Derived terms,,ingauno, ingauno,"<li id=""mwEA""> <span class=""Latn"" id=""mwEQ"" lang=""it""><a href=""ingauno.html"" title=""ingauno"">ingauno</a></span></li>"
Italian,Alberese,Proper noun, ?,A district of Grosseto in Tuscany, A district of Grosseto in Tuscany,"<li id=""mwBw""> A district of <a href=""Grosseto.html"" id=""mwCA"" title=""Grosseto"">Grosseto</a> in <a href=""Tuscany.html"" id=""mwCQ"" title=""Tuscany"">Tuscany</a></li>"
Italian,Alberico,Proper noun, m,Aubrey, Aubrey,"<li id=""mwBQ""> <a href=""Aubrey.html"" id=""mwBg"" title=""Aubrey"">Aubrey</a></li>"
Italian,Alberigo,Proper noun, m,Alternative form of Alberico, Alternative form of Alberico,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""it""><a href=""Alberico.html"" title=""Alberico"">Alberico</a></i></span></span></li>"
Italian,Alberobello,Proper noun, ?,A small town in the Bari province of Puglia, A small town in the Bari province of Puglia,"<li id=""mwBg""> A small town in the <a href=""Bari.html"" id=""mwBw"" title=""Bari"">Bari</a> province of <a href=""Puglia.html"" id=""mwCA"" title=""Puglia"">Puglia</a></li>"
Italian,Alberobello,Related terms,,alberobellese, alberobellese,"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""it""><a href=""alberobellese.html"" title=""alberobellese"">alberobellese</a></span></li>"
Italian,Albertini,Proper noun, ?,A  surname​., A  surname​.,"<li id=""mwBw""> <span class=""use-with-mention"" id=""mwCA"">A  <a href=""surname.html"" title=""surname"">surname</a><span>​</span>.</span></li>"
Italian,Albio,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Italian,Albione,Proper noun, f,Albion, Albion,"<li id=""mwBQ""> <a href=""Albion.html"" id=""mwBg"" title=""Albion"">Albion</a></li>"
Italian,Albizzo,Proper noun, ‎(m),A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
