headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Translingual,Umbonium,Hyponyms,,: Umbonium vestiariumÂ - type species; for other species see Umbonium at World Register of Marine Species , (genus): Umbonium vestiariumÂ - type species; for other species see Umbonium at World Register of Marine Species ,"<li id=""mwGA""> <span class=""ib-brac"" id=""mwGQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">genus</span></span><span class=""ib-brac""><span class=""qualifier-brac"">)</span></span><span class=""ib-colon"" id=""mwGg""><span class=""sense-qualifier-colon"">:</span></span> <span class=""biota"" id=""mwGw""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Umbonium%20vestiarium"" title=""wikispecies:Umbonium vestiarium"">Umbonium vestiarium</a></i></span><span id=""mwHA"">Â </span>- type species; for other species see <a class=""external"" href=""http://www.marinespecies.org/aphia.php?p=taxdetails&amp;id=205005"" id=""mwHQ""><i>Umbonium</i></a><span> at </span><a class=""external"" href=""http://www.marinespecies.org/"">World Register of Marine Species</a><span> </span></li>"
Translingual,Umbonium,External links,," Umbonium on  Wikipedia.Wikipedia ,   Trochidae on  Wikispecies.Wikispecies ,   Umbonium on  Wikimedia Commons.Wikimedia Commons ,  Umbonium at National Center for Biotechnology Information,  Umbonium on Integrated Taxonomic Information System.,  Umbonium at World Register of Marine Species ","  Umbonium on  Wikipedia.Wikipedia ,   Trochidae on  Wikispecies.Wikispecies ,   Umbonium on  Wikimedia Commons.Wikimedia Commons ,  Umbonium at National Center for Biotechnology Information,  Umbonium on Integrated Taxonomic Information System.,  Umbonium at World Register of Marine Species ","<li id=""mwIw""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/Umbonium"" title=""w:Umbonium"">Umbonium</a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwJQ""><a class=""external"" href=""https://en.wikipedia.org/wiki/Umbonium"" title=""w:Umbonium"">Wikipedia </a></span></li>, <li id=""mwJg""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://species.wikimedia.org/wiki/Trochidae#English"" title=""wikispecies:Trochidae"">Trochidae</a></b><span> on  Wikispecies.</span><span class=""interProject"" id=""mwKA""><a class=""external"" href=""https://species.wikimedia.org/wiki/Trochidae"" title=""wikispecies:Trochidae"">Wikispecies </a></span></li>, <li id=""mwKQ""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://commons.wikimedia.org/wiki/Category:Umbonium#English"" title=""commons:Category:Umbonium"">Umbonium</a></b><span> on  Wikimedia Commons.</span><span class=""interProject"" id=""mwKw""><a class=""external"" href=""https://commons.wikimedia.org/wiki/Category:Umbonium"" title=""commons:Category:Umbonium"">Wikimedia Commons </a></span></li>, <li id=""mwLA""> <a class=""external"" href=""http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=307062"" id=""mwLQ""><i>Umbonium</i></a><span> at </span><a class=""external"" href=""https://en.wikipedia.org/wiki/National%20Center%20for%20Biotechnology%20Information"" id=""mwLg"" title=""wikipedia:National Center for Biotechnology Information"">National Center for Biotechnology Information</a></li>, <li id=""mwLw""> <a class=""external"" href=""http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&amp;search_value=331163"" id=""mwMA""><i>Umbonium</i></a><span> on </span><a class=""external"" href=""https://en.wikipedia.org/wiki/Integrated%20Taxonomic%20Information%20System"" title=""wikipedia:Integrated Taxonomic Information System"">Integrated Taxonomic Information System</a><span>.</span></li>, <li id=""mwMQ""> <a class=""external"" href=""http://www.marinespecies.org/aphia.php?p=taxdetails&amp;id=205005"" id=""mwMg""><i>Umbonium</i></a><span> at </span><a class=""external"" href=""http://www.marinespecies.org/"">World Register of Marine Species</a><span> </span></li>"
German,Umbra,Noun,"Â f â€_(genitive Umbra, plural Umbren)",umbra, umbra,"<li id=""mwBQ""> <a href=""umbra.html"" id=""mwBg"" title=""umbra"">umbra</a></li>"
Portuguese,Umbral,Proper noun,Â m," A place of suffering for spirits, similar to Hell."," (spiritualism) A place of suffering for spirits, similar to Hell.","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">spiritualism</span><span class=""ib-brac"" id=""mwCA"">)</span> A <a href=""place.html"" id=""mwCQ"" title=""place"">place</a> of <a href=""suffering.html"" id=""mwCg"" title=""suffering"">suffering</a> for <a href=""spirit.html"" id=""mwCw"" title=""spirit"">spirits</a>, similar to <a href=""Hell.html"" id=""mwDA"" title=""Hell"">Hell</a>.</li>"
Translingual,Umbravirus,Etymology,,You can help Wiktionary by providing a proper etymology.,You can help Wiktionary by providing a proper etymology.,"<p id=""mwAg""><i id=""mwAw"">You can help Wiktionary by providing a proper etymology.</i></p>"
Translingual,Umbravirus,Proper noun, ,A taxonomic genus within the family Tombusviridae., A taxonomic genus within the family Tombusviridae.,"<li id=""mwCQ""> <span id=""mwCg"">A taxonomic </span><a href=""genus.html"" title=""genus"">genus</a><span> within the </span><a href=""family.html"" title=""family"">family</a><span> </span><i><a href=""Tombusviridae.html"" title=""Tombusviridae"">Tombusviridae</a></i><span>.</span></li>"
Translingual,Umbravirus,Hyponyms,,: Carrot mottle virus - species, (genus): Carrot mottle virus - species,"<li id=""mwDQ""> <span class=""ib-brac"" id=""mwDg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">genus</span></span><span class=""ib-brac""><span class=""qualifier-brac"">)</span></span><span class=""ib-colon"" id=""mwDw""><span class=""sense-qualifier-colon"">:</span></span> <span class=""biota"" id=""mwEA""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Carrot%20mottle%20virus"" title=""wikispecies:Carrot mottle virus"">Carrot mottle virus</a></i></span> - species</li>"
Translingual,Umbravirus,External links,," Umbravirus on  Wikipedia.Wikipedia ,   Umbravirus on  Wikispecies.Wikispecies ","  Umbravirus on  Wikipedia.Wikipedia ,   Umbravirus on  Wikispecies.Wikispecies ","<li id=""mwEg""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/Umbravirus"" title=""w:Umbravirus"">Umbravirus</a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwFA""><a class=""external"" href=""https://en.wikipedia.org/wiki/Umbravirus"" title=""w:Umbravirus"">Wikipedia </a></span></li>, <li id=""mwFQ""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://species.wikimedia.org/wiki/Umbravirus#English"" title=""wikispecies:Umbravirus"">Umbravirus</a></b><span> on  Wikispecies.</span><span class=""interProject"" id=""mwFw""><a class=""external"" href=""https://species.wikimedia.org/wiki/Umbravirus"" title=""wikispecies:Umbravirus"">Wikispecies </a></span></li>"
English,Umbri,Etymology,,"Also called Ombrii in some Roman sources. Many Roman writers thought the Umbri to be Celtic; Cornelius Bocchus wrote that they descended from an ancient Gaulish tribe. Plutarch wrote that the name might be a different way of writing the name of the Celtic tribe Ambrones, which loosely means ""King of the Boii."" He also suggested that the Insubres, another Gaulish tribe, might be connected; their Celtic name Isombres could possibly mean ""Lower Umbrians,"" or inhabitants of the country below Umbria.[1]","Also called Ombrii in some Roman sources. Many Roman writers thought the Umbri to be Celtic; Cornelius Bocchus wrote that they descended from an ancient Gaulish tribe. Plutarch wrote that the name might be a different way of writing the name of the Celtic tribe Ambrones, which loosely means ""King of the Boii."" He also suggested that the Insubres, another Gaulish tribe, might be connected; their Celtic name Isombres could possibly mean ""Lower Umbrians,"" or inhabitants of the country below Umbria.[1]","<p id=""mwAg"">Also called <i id=""mwAw"">Ombrii</i> in some Roman sources. Many Roman writers thought the Umbri to be <span class=""etylcleanup"" id=""mwBA""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Celtic%20languages"" title=""w:Celtic languages"">Celtic</a></span></span>; <a class=""external"" href=""https://en.wikipedia.org/wiki/Cornelius%20Bocchus"" id=""mwBg"" title=""wikipedia:Cornelius Bocchus"">Cornelius Bocchus</a> wrote that they descended from an ancient <span class=""etylcleanup"" id=""mwBw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Gaulish%20language"" title=""w:Gaulish language"">Gaulish</a></span></span> tribe. Plutarch wrote that the name might be a different way of writing the name of the Celtic tribe <a class=""external"" href=""https://en.wikipedia.org/wiki/Ambrones"" id=""mwCQ"" title=""wikipedia:Ambrones"">Ambrones</a>, which loosely means ""King of the <a class=""external"" href=""https://en.wikipedia.org/wiki/Boii"" id=""mwCg"" title=""wikipedia:Boii"">Boii</a>."" He also suggested that the <a class=""external"" href=""https://en.wikipedia.org/wiki/Insubres"" id=""mwCw"" title=""wikipedia:Insubres"">Insubres</a>, another Gaulish tribe, might be connected; their Celtic name <i id=""mwDA"">Isombres</i> could possibly mean ""Lower Umbrians,"" or inhabitants of the country below Umbria.<sup id=""cite_ref-1""><a href=""#cite_note-1"" style=""counter-reset: mw-Ref 1;""><span class=""mw-reflink-text"">[1]</span></a></sup></p>"
English,Umbri,Proper noun,,An Italic tribe of ancient Italy., An Italic tribe of ancient Italy.,"<li id=""mwEQ""> An <a href=""Italic.html"" id=""mwEg"" title=""Italic"">Italic</a> <a href=""tribe.html"" id=""mwEw"" title=""tribe"">tribe</a> of ancient <a href=""Italy.html"" id=""mwFA"" title=""Italy"">Italy</a>.</li>"
English,Umbri,Related terms,,"Umbria,  Umbrian"," Umbria,  Umbrian","<li id=""mwFg""> <span class=""Latn"" id=""mwFw"" lang=""en""><a href=""Umbria.html"" title=""Umbria"">Umbria</a></span></li>, <li id=""mwGA""> <span class=""Latn"" id=""mwGQ"" lang=""en""><a href=""Umbrian.html"" title=""Umbrian"">Umbrian</a></span></li>"
English,Umbri,External links,, Umbri on  Wikipedia.Wikipedia ,  Umbri on  Wikipedia.Wikipedia ,"<li id=""mwGw""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/Umbri"" title=""w:Umbri"">Umbri</a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwHQ""><a class=""external"" href=""https://en.wikipedia.org/wiki/Umbri"" title=""w:Umbri"">Wikipedia </a></span></li>"
English,Umbri,References,,"â†‘  Prichard, Researches Into the Physical History of Mankind: In Two Volumes, Volume 2, p. 60","â†‘  Prichard, Researches Into the Physical History of Mankind: In Two Volumes, Volume 2, p. 60","<li id=""cite_note-1""><a href=""#cite_ref-1""><span class=""mw-linkback-text"">â†‘ </span></a> <span class=""mw-reference-text"" id=""mw-reference-text-cite_note-1"">Prichard, Researches Into the Physical History of Mankind: In Two Volumes, Volume 2, p. 60</span></li>"
English,Umbria,Etymology,,"Via Italian, from Umbri, ancient Italic tribe inhabiting the region.","Via Italian, from Umbri, ancient Italic tribe inhabiting the region.","<p id=""mwAw"">Via <span class=""etylcleanup"" id=""mwBA""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Italian%20language"" title=""w:Italian language"">Italian</a></span></span>, from <i class=""Latn mention"" id=""mwBg"" lang=""en""><a href=""Umbri.html"" title=""Umbri"">Umbri</a></i>, ancient <span class=""etylcleanup"" id=""mwBw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Italic%20languages"" title=""w:Italic languages"">Italic</a></span></span> tribe inhabiting the region.</p>"
English,Umbria,Proper noun,,A region of central Italy., A region of central Italy.,"<li id=""mwDQ""> A region of central <a href=""Italy.html"" id=""mwDg"" title=""Italy"">Italy</a>.</li>"
English,Umbrian,Etymology,,From Umbria +â€_ -an.,From Umbria +â€_ -an.,"<p id=""mwAQ"">From <i class=""Latn mention"" id=""mwAg"" lang=""en""><a href=""Umbria.html"" title=""Umbria"">Umbria</a></i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""en""><a href=""-an.html"" title=""-an"">-an</a></i>.</p>"
English,Umbrian,Pronunciation,,IPA: /ËˆÊŒmbÉ_i.É™n/, IPA(key): /ËˆÊŒmbÉ_i.É™n/,"<li id=""mwBQ""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ËˆÊŒmbÉ_i.É™n/</span></li>"
English,Umbrian,Adjective, â€_(not comparable),Relating to Umbria or to its inhabitants or extinct language., Relating to Umbria or to its inhabitants or extinct language.,"<li id=""mwDA""> Relating to <a href=""Umbria.html"" id=""mwDQ"" title=""Umbria"">Umbria</a> or to its inhabitants or extinct language.</li>"
English,Umbrian,Noun, â€_(plural Umbrians),An inhabitant of Umbria., An inhabitant of Umbria.,"<li id=""mwEg""> An inhabitant of <a href=""Umbria.html"" id=""mwEw"" title=""Umbria"">Umbria</a>.</li>"
English,Umbrian,Proper noun,,An extinct Italic language formerly spoken by the Umbri in the ancient Italian region of Umbria., An extinct Italic language formerly spoken by the Umbri in the ancient Italian region of Umbria.,"<li id=""mwGA""> An extinct <a href=""Italic.html"" id=""mwGQ"" title=""Italic"">Italic</a> language formerly spoken by the <a href=""Umbri.html"" id=""mwGg"" title=""Umbri"">Umbri</a> in the ancient Italian region of <a href=""Umbria.html"" id=""mwGw"" title=""Umbria"">Umbria</a>.</li>"
English,Umbrian,External links,,"Category:Umbrian language,  Ethnologue entry for Umbrian, xum,   Umbrian language on  Wikipedia.Wikipedia "," Category:Umbrian language,  Ethnologue entry for Umbrian, xum,   Umbrian language on  Wikipedia.Wikipedia ","<li id=""mwHQ""> Category:Umbrian language</li>, <li id=""mwHw""> <a class=""external"" href=""http://www.ethnologue.com/language/xum"" id=""mwIA"" title=""ethnologue:xum"">Ethnologue entry for Umbrian</a><span>, </span><b>xum</b></li>, <li id=""mwIQ""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/Umbrian%20language"" title=""w:Umbrian language"">Umbrian language</a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwIw""><a class=""external"" href=""https://en.wikipedia.org/wiki/Umbrian%20language"" title=""w:Umbrian language"">Wikipedia </a></span></li>"
English,Umbrians,Noun,,plural of Umbrian, plural of Umbrian,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Umbrian.html"" title=""Umbrian"">Umbrian</a></i></span></span></li>"
English,Umbriel,Proper noun,,A moon of Uranus, A moon of Uranus,"<li id=""mwBg""> A <a href=""moon.html"" id=""mwBw"" title=""moon"">moon</a> of <a href=""Uranus.html"" id=""mwCA"" title=""Uranus"">Uranus</a></li>"
English,Umbriel,Derived terms,,Umbrielian, Umbrielian,"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""en""><a href=""Umbrielian.html"" title=""Umbrielian"">Umbrielian</a></span></li>"
English,Umbrielian,Adjective,,Of or relating to Umbriel, Of or relating to Umbriel,"<li id=""mwBQ""> Of or relating to <a href=""Umbriel.html"" id=""mwBg"" title=""Umbriel"">Umbriel</a></li>"
German,Umbrien,Proper noun,,Umbria , Umbria (region of Italy),"<li id=""mwBg""> <a href=""Umbria.html"" id=""mwBw"" title=""Umbria"">Umbria</a> (region of Italy)</li>"
German,Umbrien,Related terms,,"umbrisch,  Umbrisch"," umbrisch,  Umbrisch","<li id=""mwCQ""> <span class=""Latn"" id=""mwCg"" lang=""de""><a href=""umbrisch.html"" title=""umbrisch"">umbrisch</a></span></li>, <li id=""mwCw""> <span class=""Latn"" id=""mwDA"" lang=""de""><a href=""Umbrisch.html"" title=""Umbrisch"">Umbrisch</a></span></li>"
German,Umbrisch,Noun,Â n,Umbrian , Umbrian (the Umbrian language),"<li id=""mwBw""> <a href=""Umbrian.html"" id=""mwCA"" title=""Umbrian"">Umbrian</a> (the Umbrian language)</li>"
German,Umbrisch,Synonyms,,umbrische Sprache, umbrische Sprache,"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""de"">umbrische Sprache</span></li>"
German,Umbrisch,Related terms,,"umbrisch,  Umbrien"," umbrisch,  Umbrien","<li id=""mwDQ""> <span class=""Latn"" id=""mwDg"" lang=""de""><a href=""umbrisch.html"" title=""umbrisch"">umbrisch</a></span></li>, <li id=""mwDw""> <span class=""Latn"" id=""mwEA"" lang=""de""><a href=""Umbrien.html"" title=""Umbrien"">Umbrien</a></span></li>"
Dutch,UmbriÃ«,Proper noun,Â n,Umbria, Umbria,"<li id=""mwBQ""> <a href=""Umbria.html"" id=""mwBg"" title=""Umbria"">Umbria</a></li>"
English,Umbro-,Etymology,,"Shortened unetymologically from Umbria in compounds- 20th century formation,
perhaps echoing terms like Afro-, Indo-, Sino- etc.","Shortened unetymologically from Umbria in compounds- 20th century formation,
perhaps echoing terms like Afro-, Indo-, Sino- etc.","<p id=""mwAg"">Shortened unetymologically from <a href=""Umbria.html"" id=""mwAw"" title=""Umbria"">Umbria</a> in compounds- 20th century formation,
perhaps echoing terms like <a href=""Afro-.html"" id=""mwBA"" title=""Afro-"">Afro-</a>, <a href=""Indo-.html"" id=""mwBQ"" title=""Indo-"">Indo-</a>, <a href=""Sino-.html"" id=""mwBg"" title=""Sino-"">Sino-</a> etc.</p>"
English,Umbro-,Prefix,,"pertaining to Umbria, especially as a political entity"," pertaining to Umbria, especially as a political entity","<li id=""mwCw""> pertaining to <a href=""Umbria.html"" id=""mwDA"" title=""Umbria"">Umbria</a>, especially as a political entity</li>"
English,Umbro-,Coordinate terms,,Appendix:English nationality prefixes, Appendix:English nationality prefixes,"<li id=""mwDg""> Appendix:English nationality prefixes</li>"
Latin,Umbro,Proper noun,Â m â€_(genitive UmbrÅçnis); third declension,"A river of Etruria, now the Ombrone."," A river of Etruria, now the Ombrone.","<li id=""mwCw""> A river of <a href=""Etruria.html"" id=""mwDA"" title=""Etruria"">Etruria</a>, now the <a href=""Ombrone.html"" id=""mwDQ"" title=""Ombrone"">Ombrone</a>.</li>"
Latin,Umbro,References,,"FÃ©lix Gaffiot , Dictionnaire IllustrÃ© Latin-FranÃ§ais, Paris: Hachette,  s.v. â€œUmbroâ€ù.,  Umbro in William Smith., editor  A Dictionary of Greek and Roman Geography, volume 1 &amp; 2, London: Walton and Maberly"," FÃ©lix Gaffiot (1934), Dictionnaire IllustrÃ© Latin-FranÃ§ais, Paris: Hachette,  s.v. â€œUmbroâ€ù.,  Umbro in William Smith., editor (1854, 1857) A Dictionary of Greek and Roman Geography, volume 1 &amp; 2, London: Walton and Maberly","<li id=""mwEQ""> <a class=""external"" href=""https://en.wikipedia.org/wiki/FÃ©lix%20Gaffiot"" id=""mwEg"" title=""wikipedia:FÃ©lix Gaffiot"">FÃ©lix Gaffiot</a><span> (1934), </span><i><a class=""external"" href=""https://en.wikipedia.org/wiki/Dictionnaire%20IllustrÃ©%20Latin-FranÃ§ais"" title=""wikipedia:Dictionnaire IllustrÃ© Latin-FranÃ§ais"">Dictionnaire IllustrÃ© Latin-FranÃ§ais</a></i><span>, Paris: </span><a class=""external"" href=""https://en.wikipedia.org/wiki/Hachette%20(publisher)"" title=""w:Hachette (publisher)"">Hachette</a><span>,  </span><abbr title=""sub verbo = under the [head]word""><i>s.v.</i></abbr><span> â€œ</span><span class=""Latn"" lang=""la""><a class=""external"" href=""http://micmap.org/dicfro/search/gaffiot/Umbro"">Umbro</a></span><span>â€ù.</span></li>, <li id=""mwEw""> <a class=""external"" href=""http://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0064:entry=umbro-geo"" id=""mwFA"">Umbro</a><span> in William Smith., editor</span><span> </span><span>(1854, 1857)</span><span> </span><cite>A Dictionary of Greek and Roman Geography</cite><span>, volume 1 &amp; 2, London</span><span>:</span><span> Walton and Maberly</span></li>"
German,Umbruch,Noun,"Â m â€_(genitive Umbruchs or Umbruches, plural UmbrÃ_che)", upheaval, (figuratively) upheaval,"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">figuratively</span><span class=""ib-brac"" id=""mwCA"">)</span> <a href=""upheaval.html"" id=""mwCQ"" title=""upheaval"">upheaval</a></li>"
German,Umbruch,External links,,Umbruch in Duden online, Umbruch in Duden online,"<li id=""mwCw""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Umbruch"" id=""mwDA"">Umbruch</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Umbruches,Noun,,genitive singular of Umbruch, genitive singular of Umbruch,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umbruch.html"" title=""Umbruch"">Umbruch</a></i></span></span></li>"
German,Umbruchs,Noun,,genitive singular of Umbruch, genitive singular of Umbruch,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umbruch.html"" title=""Umbruch"">Umbruch</a></i></span></span></li>"
German,UmbrÃ_che,Noun,Â m,plural of Umbruch, plural of Umbruch,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umbruch.html"" title=""Umbruch"">Umbruch</a></i></span></span></li>"
German,UmbrÃ_chen,Noun,Â m,dative plural of Umbruch, dative plural of Umbruch,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umbruch.html"" title=""Umbruch"">Umbruch</a></i></span></span></li>"
English,Umbundu,Etymology,,From Umbundu ÃºmbÃºndÃº,From Umbundu ÃºmbÃºndÃº,"<p id=""mwAw"">From <span class=""etylcleanup"" id=""mwBA""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Umbundu%20language"" title=""w:Umbundu language"">Umbundu</a></span></span> <a href=""%C3%BAmb%C3%BAnd%C3%BA.html"" id=""mwBg"" title=""ÃºmbÃºndÃº"">ÃºmbÃºndÃº</a></p>"
English,Umbundu,Proper noun,,A Bantu language spoken by the Ovimbundu people in the central highlands of Angola., A Bantu language spoken by the Ovimbundu people in the central highlands of Angola.,"<li id=""mwCw""> A <a href=""Bantu.html"" id=""mwDA"" title=""Bantu"">Bantu</a> <a href=""language.html"" id=""mwDQ"" title=""language"">language</a> spoken by the <a href=""Ovimbundu.html"" id=""mwDg"" title=""Ovimbundu"">Ovimbundu</a> people in the central highlands of <a href=""Angola.html"" id=""mwDw"" title=""Angola"">Angola</a>.</li>"
English,Umbundu,Synonyms,,South Mbundu, South Mbundu,"<li id=""mwEQ""> <span class=""Latn"" id=""mwEg"" lang=""en"">South Mbundu</span></li>"
Portuguese,Umburanas,Proper noun,,Umburanas ," Umburanas (municipality in the state of Bahia, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Umburanas"">Umburanas</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Bahia, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Umburatiba,Proper noun,,Umburatiba ," Umburatiba (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Umburatiba"">Umburatiba</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
German,Umdrehung,Noun,"Â f â€_(genitive Umdrehung, plural Umdrehungen)",single cycle of rotation, a single cycle of rotation,"<li id=""mwBQ""> a single cycle of <a href=""rotation.html"" id=""mwBg"" title=""rotation"">rotation</a></li>"
German,Umdrehung,Related terms,,Rotation f, Rotation f,"<li id=""mwCA""> <a href=""Rotation.html"" id=""mwCQ"" title=""Rotation"">Rotation</a> <span class=""gender"" id=""mwCg""><abbr title=""feminine gender"">f</abbr></span></li>"
German,Umdrehungen,Noun,Â f,plural of Umdrehung, plural of Umdrehung,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umdrehung.html"" title=""Umdrehung"">Umdrehung</a></i></span></span></li>"
English,Ume,Proper noun,,A Japanese female given name, A Japanese female given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A Japanese female <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
English,Ume Sami,Proper noun,,"One of the languages spoken by the Sami people, now moribund."," One of the languages spoken by the Sami people, now moribund.","<li id=""mwBg""> One of the languages spoken by the <a href=""Sami.html"" id=""mwBw"" title=""Sami"">Sami</a> people, now <a href=""moribund.html"" id=""mwCA"" title=""moribund"">moribund</a>.</li>"
English,Ume Sami,External links,,"Ethnologue entry for Ume Sami, sju"," Ethnologue entry for Ume Sami, sju","<li id=""mwDA""> <a class=""external"" href=""http://www.ethnologue.com/language/sju"" id=""mwDQ"" title=""ethnologue:sju"">Ethnologue entry for Ume Sami</a><span>, </span><b>sju</b></li>"
English,Umeda,Proper noun,,"A Papuan language spoken in Sandaun Province, Papua New Guinea."," A Papuan language spoken in Sandaun Province, Papua New Guinea.","<li id=""mwBQ""> A Papuan language spoken in Sandaun Province, <a href=""Papua_New_Guinea.html"" id=""mwBg"" title=""Papua New Guinea"">Papua New Guinea</a>.</li>"
English,UmeÃ¥,Proper noun,, A city on the east coast of Sweden., (cities) A city on the east coast of Sweden.,"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content"">cities</span><span class=""ib-brac"" id=""mwBw"">)</span> A city on the east coast of Sweden.</li>"
German,Umfang,Noun,"Â m â€_(genitive Umfangs or Umfanges, plural UmfÃ_nge)"," perimeter, circumference"," (mathematics) perimeter, circumference","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">mathematics</span><span class=""ib-brac"" id=""mwCA"">)</span> <a href=""perimeter.html"" id=""mwCQ"" title=""perimeter"">perimeter</a>, <a href=""circumference.html"" id=""mwCg"" title=""circumference"">circumference</a></li>"
German,Umfang,Noun,"Â m â€_(genitive Umfangs or Umfanges, plural UmfÃ_nge)","extent, scale"," extent, scale","<li id=""mwCw""> <a href=""extent.html"" id=""mwDA"" title=""extent"">extent</a>, <a href=""scale.html"" id=""mwDQ"" title=""scale"">scale</a></li>"
German,Umfang,External links,,Umfang in Duden online, Umfang in Duden online,"<li id=""mwDw""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Umfang"" id=""mwEA"">Umfang</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Umfanges,Noun,,genitive singular of Umfang, genitive singular of Umfang,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umfang.html"" title=""Umfang"">Umfang</a></i></span></span></li>"
German,Umfangs,Noun,,genitive singular of Umfang, genitive singular of Umfang,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Umfang.html"" title=""Umfang"">Umfang</a></i></span></span></li>"
German,Umfeld,Pronunciation,,IPA: /ËˆÊ”Ê_mfÉ›lt/, IPA(key): /ËˆÊ”Ê_mfÉ›lt/,"<li id=""mwAg""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ËˆÊ”Ê_mfÉ›lt/</span></li>"
German,Umfeld,Noun,"Â n â€_(genitive Umfelds or Umfeldes, plural Umfelder)",environment ," environment (political or social setting, arena or condition)","<li id=""mwCQ""> <a href=""environment.html"" id=""mwCg"" title=""environment"">environment</a> (political or social setting, arena or condition)</li>"
