headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
German,Zeh,Alternative forms,,ZeheåÊf , ZeheåÊf (regional; less common),"<li id=""mwAg""> <span class=""Latn"" id=""mwAw"" lang=""de""><a href=""Zehe.html"" title=""Zehe"">Zehe</a></span><span>åÊ</span><span class=""gender"" id=""mwBA""><abbr title=""feminine gender"">f</abbr></span> <span class=""ib-brac"" id=""mwBQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">regional; less common</span></span><span class=""ib-brac"" id=""mwBg""><span class=""qualifier-brac"">)</span></span></li>"
German,Zeh,Pronunciation,,"IPA: /tseè/,  Audio,  Rhymes: -eè,  Homophone: zÌ_h "," IPA(key): /tseè/,  Audio(file),  Rhymes: -eè,  Homophone: zÌ_h (only according to a regional pronunciation of this word)","<li id=""mwCw""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/tseè/</span></li>, <li id=""mwDg""> <table class=""audiotable"" id=""mwDw"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>, <li id=""mwEQ""> <span id=""mwEg"">Rhymes: </span><span class=""IPA"" lang="""">-eè</span></li>, <li id=""mwFA""> <span id=""mwFQ"">Homophone: </span><span class=""Latn"" lang=""de""><a href=""z%C3%A4h.html"" title=""zÌ_h"">zÌ_h</a></span> <span class=""ib-brac"" id=""mwFw""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">only according to a regional pronunciation of this word</span></span><span class=""ib-brac"" id=""mwGA""><span class=""qualifier-brac"">)</span></span></li>"
German,Zeh,Noun,"åÊm ‰Û_(genitive Zehs or Zehes, plural Zehen)",toe, toe,"<li id=""mwHQ""> <a href=""toe.html"" id=""mwHg"" title=""toe"">toe</a></li>"
German,Zeh,External links,,Zeh in Duden online, Zeh in Duden online,"<li id=""mwIQ""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zeh"" id=""mwIg"">Zeh</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Zehe,Etymology,,"Old High German z€Òha from an original *t€Òha, compare Dutch teen","Old High German z€Òha from an original *t€Òha, compare Dutch teen","<p id=""mwAw"">Old High German <i id=""mwBA"">z€Òha</i> from an original *<i id=""mwBQ"">t€Òha</i>, compare Dutch <a href=""teen.html"" id=""mwBg"" title=""teen"">teen</a></p>"
German,Zehe,Pronunciation,,"IPA: /èötseèƒª/,  audio"," IPA(key): /èötseèƒª/,  audio(file)","<li id=""mwCA""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/èötseèƒª/</span></li>, <li id=""mwCw""> <table class=""audiotable"" id=""mwDA"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">audio</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
German,Zehe,Noun,"åÊf ‰Û_(genitive Zehe, plural Zehen)",clove , clove (of garlic and similar plants),"<li id=""mwEg""> <a href=""clove.html"" id=""mwEw"" title=""clove"">clove</a> <span class=""gloss-brac"" id=""mwFA"">(</span><span class=""gloss-content"">of garlic and similar plants</span><span class=""gloss-brac"" id=""mwFQ"">)</span></li>"
German,Zehe,Noun,"åÊf ‰Û_(genitive Zehe, plural Zehen)", toe, (regional) toe,"<li id=""mwFg""> <span class=""ib-brac"" id=""mwFw"">(</span><span class=""ib-content"">regional</span><span class=""ib-brac"" id=""mwGA"">)</span> <a href=""toe.html"" id=""mwGQ"" title=""toe"">toe</a></li>"
German,Zehe,Derived terms,,FuÌÙzehe, FuÌÙzehe,"<li id=""mwIA""> <span class=""Latn"" id=""mwIQ"" lang=""de"">FuÌÙzehe</span></li>"
German,Zehe,Related terms,,"Knoblauchzehe,  ZehengÌ_nger"," Knoblauchzehe,  ZehengÌ_nger","<li id=""mwIw""> <span class=""Latn"" id=""mwJA"" lang=""de""><a href=""Knoblauchzehe.html"" title=""Knoblauchzehe"">Knoblauchzehe</a></span></li>, <li id=""mwJQ""> <span class=""Latn"" id=""mwJg"" lang=""de""><a href=""Zeheng%C3%A4nger.html"" title=""ZehengÌ_nger"">ZehengÌ_nger</a></span></li>"
German,Zehe,References,,‰ Ô  http://www.atlas-alltagssprache.de/genus/,‰ Ô  http://www.atlas-alltagssprache.de/genus/,"<li id=""cite_note-1""><a href=""#cite_ref-1""><span class=""mw-linkback-text"">‰ Ô </span></a> <span class=""mw-reference-text"" id=""mw-reference-text-cite_note-1""><a class=""external"" href=""http://www.atlas-alltagssprache.de/genus/"" id=""mwKA"">http://www.atlas-alltagssprache.de/genus/</a></span></li>"
German,Zehe,External links,,Zehe in Duden online, Zehe in Duden online,"<li id=""mwKg""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zehe"" id=""mwKw"">Zehe</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Zehen,Pronunciation,,"IPA: /èötseèƒªn/,  audio"," IPA(key): /èötseèƒªn/,  audio(file)","<li id=""mwAg""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/èötseèƒªn/</span></li>, <li id=""mwBQ""> <table class=""audiotable"" id=""mwBg"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">audio</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
German,Zehen,Noun,,plural of Zeh, plural of Zeh,"<li id=""mwDA""> <span class=""form-of-definition"" id=""mwDQ"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zeh.html"" title=""Zeh"">Zeh</a></i></span></span></li>"
German,Zehen,Noun,,plural of Zehe, plural of Zehe,"<li id=""mwDg""> <span class=""form-of-definition"" id=""mwDw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehe.html"" title=""Zehe"">Zehe</a></i></span></span></li>"
German,ZehengÌ_nger,Noun, m,digitigrade, digitigrade,"<li id=""mwBQ""> <a href=""digitigrade.html"" id=""mwBg"" title=""digitigrade"">digitigrade</a></li>"
German,ZehengÌ_nger,Antonyms,,FersengÌ_nger, FersengÌ_nger,"<li id=""mwCA""> <span class=""Latn"" id=""mwCQ"" lang=""de""><a href=""Ferseng%C3%A4nger.html"" title=""FersengÌ_nger"">FersengÌ_nger</a></span></li>"
German,ZehengÌ_nger,Related terms,,"Zehen,  Gang,  gehen"," Zehen,  Gang,  gehen","<li id=""mwCw""> <span class=""Latn"" id=""mwDA"" lang=""de""><a href=""Zehe.html"" title=""Zehe"">Zehe</a></span>n</li>, <li id=""mwDQ""> <span class=""Latn"" id=""mwDg"" lang=""de""><a href=""Gang.html"" title=""Gang"">Gang</a></span></li>, <li id=""mwDw""> <span class=""Latn"" id=""mwEA"" lang=""de""><a href=""gehen.html"" title=""gehen"">gehen</a></span></li>"
German,ZehengÌ_nger,External links,,ZehengÌ_nger in Duden online, ZehengÌ_nger in Duden online,"<li id=""mwEg""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zehengaenger"" id=""mwEw"">ZehengÌ_nger</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Zehennagel,Pronunciation,,"IPA: /èötseèƒªnèönaèƒÁl/,  audio"," IPA(key): /èötseèƒªnèönaèƒÁl/,  audio(file)","<li id=""mwAg""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/èötseèƒªnèönaèƒÁl/</span></li>, <li id=""mwBQ""> <table class=""audiotable"" id=""mwBg"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">audio</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
German,Zehennagel,Noun,åÊm,toenail , toenail (the plate covering the end of a toe),"<li id=""mwDA""> <a href=""toenail.html"" id=""mwDQ"" title=""toenail"">toenail</a> (the plate covering the end of a toe)</li>"
German,Zehennagel,External links,,Zehennagel in Duden online, Zehennagel in Duden online,"<li id=""mwDw""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zehennagel"" id=""mwEA"">Zehennagel</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Zehenring,Noun,"åÊm ‰Û_(genitive Zehenrings or Zehenringes, plural Zehenringe)",toe ring, toe ring,"<li id=""mwBQ""> <a href=""toe_ring.html"" id=""mwBg"" title=""toe ring"">toe ring</a></li>"
German,Zehenring,External links,,Zehenring in Duden online, Zehenring in Duden online,"<li id=""mwCA""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zehenring"" id=""mwCQ"">Zehenring</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Zehenringe,Noun,,plural of Zehenring, plural of Zehenring,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehenring.html"" title=""Zehenring"">Zehenring</a></i></span></span></li>"
German,Zehenringen,Noun,åÊm,dative plural of Zehenring, dative plural of Zehenring,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehenring.html"" title=""Zehenring"">Zehenring</a></i></span></span></li>"
German,Zehenringes,Noun,,genitive singular of Zehenring, genitive singular of Zehenring,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehenring.html"" title=""Zehenring"">Zehenring</a></i></span></span></li>"
German,Zehenrings,Noun,,genitive singular of Zehenring, genitive singular of Zehenring,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehenring.html"" title=""Zehenring"">Zehenring</a></i></span></span></li>"
German,Zehenspitze,Etymology,,From the plural of Zehe 'toe' + Spitze 'tip',From the plural of Zehe 'toe' + Spitze 'tip',"<p id=""mwAQ"">From the plural of <a href=""Zehe.html"" id=""mwAg"" title=""Zehe"">Zehe</a> 'toe' + <a href=""Spitze.html"" id=""mwAw"" title=""Spitze"">Spitze</a> 'tip'</p>"
German,Zehenspitze,Noun,"åÊf ‰Û_(genitive Zehenspitze, plural Zehenspitzen)(most often in the plural, referring to all toes on a least one foot)",toe-tip, toe-tip,"<li id=""mwCA""> toe-tip</li>"
German,Zehenspitze,External links,,Zehenspitze in Duden online, Zehenspitze in Duden online,"<li id=""mwDg""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zehenspitze"" id=""mwDw"">Zehenspitze</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Zehenspitzen,Noun,,plural of Zehenspitze, plural of Zehenspitze,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehenspitze.html"" title=""Zehenspitze"">Zehenspitze</a></i></span></span></li>"
German,Zehes,Noun,,genitive singular of Zeh, genitive singular of Zeh,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zeh.html"" title=""Zeh"">Zeh</a></i></span></span></li>"
German,Zehn,Noun,"åÊf ‰Û_(genitive Zehn, plural Zehnen)",ten, ten,"<li id=""mwBg""> <a href=""ten.html"" id=""mwBw"" title=""ten"">ten</a></li>"
German,Zehn,External links,,Zehn in Duden online, Zehn in Duden online,"<li id=""mwCQ""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zehn"" id=""mwCg"">Zehn</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Zehnen,Noun, f,plural of Zehn, plural of Zehn,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehn.html"" title=""Zehn"">Zehn</a></i></span></span></li>"
German,Zehner,Noun,"åÊm ‰Û_(genitive Zehners, plural Zehner)",ten ," ten (the number, or something having a value of ten)","<li id=""mwBg""> <a href=""ten.html"" id=""mwBw"" title=""ten"">ten</a> (the number, or something having a value of ten)</li>"
German,Zehner,External links,,Zehner in Duden online, Zehner in Duden online,"<li id=""mwCg""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zehner"" id=""mwCw"">Zehner</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Zehnern,Noun,åÊm,dative plural of Zehner, dative plural of Zehner,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehner.html"" title=""Zehner"">Zehner</a></i></span></span></li>"
German,Zehnerpotenz,Etymology,,Zehner +‰Û_ Potenz,Zehner +‰Û_ Potenz,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""Zehner.html"" title=""Zehner"">Zehner</a></i><span> +</span><span>‰Û_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""Potenz.html"" title=""Potenz"">Potenz</a></i></p>"
German,Zehnerpotenz,Noun,"åÊf ‰Û_(genitive Zehnerpotenz, plural Zehnerpotenzen)", decimal power , (mathematics) decimal power (power of ten),"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">mathematics</span><span class=""ib-brac"" id=""mwCg"">)</span> <a href=""decimal.html"" id=""mwCw"" title=""decimal"">decimal</a> <a href=""power.html"" id=""mwDA"" title=""power"">power</a> (power of ten)</li>"
German,Zehnerpotenz,External links,,Zehnerpotenz in Duden online, Zehnerpotenz in Duden online,"<li id=""mwDg""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zehnerpotenz"" id=""mwDw"">Zehnerpotenz</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Zehnerpotenzen,Noun, f,plural of Zehnerpotenz, plural of Zehnerpotenz,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehnerpotenz.html"" title=""Zehnerpotenz"">Zehnerpotenz</a></i></span></span></li>"
German,Zehners,Noun,,genitive singular of Zehner, genitive singular of Zehner,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehner.html"" title=""Zehner"">Zehner</a></i></span></span></li>"
German,Zehnkampf,Noun,"åÊm ‰Û_(genitive Zehnkampfs or Zehnkampfes, plural ZehnkÌ_mpfe)",decathlon, decathlon,"<li id=""mwBQ""> <a href=""decathlon.html"" id=""mwBg"" title=""decathlon"">decathlon</a></li>"
German,Zehnkampf,Related terms,,ZehnkÌ_mpfer, ZehnkÌ_mpfer,"<li id=""mwCg""> <span class=""Latn"" id=""mwCw"" lang=""de""><a href=""Zehnk%C3%A4mpfer.html"" title=""ZehnkÌ_mpfer"">ZehnkÌ_mpfer</a></span></li>"
German,Zehnkampf,External links,,Zehnkampf in Duden online, Zehnkampf in Duden online,"<li id=""mwDQ""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zehnkampf"" id=""mwDg"">Zehnkampf</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Zehnkampfes,Noun,,genitive singular of Zehnkampf, genitive singular of Zehnkampf,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehnkampf.html"" title=""Zehnkampf"">Zehnkampf</a></i></span></span></li>"
German,Zehnkampfs,Noun,,genitive singular of Zehnkampf, genitive singular of Zehnkampf,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehnkampf.html"" title=""Zehnkampf"">Zehnkampf</a></i></span></span></li>"
German,ZehnkÌ_mpfe,Noun,,plural of Zehnkampf, plural of Zehnkampf,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehnkampf.html"" title=""Zehnkampf"">Zehnkampf</a></i></span></span></li>"
German,ZehnkÌ_mpfen,Noun,åÊm,dative plural of Zehnkampf, dative plural of Zehnkampf,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehnkampf.html"" title=""Zehnkampf"">Zehnkampf</a></i></span></span></li>"
German,ZehnkÌ_mpfer,Noun,"åÊm ‰Û_(genitive ZehnkÌ_mpfers, plural ZehnkÌ_mpfer)",decathlete, decathlete,"<li id=""mwBQ""> <a href=""decathlete.html"" id=""mwBg"" title=""decathlete"">decathlete</a></li>"
German,ZehnkÌ_mpfer,Related terms,,Zehnkampf, Zehnkampf,"<li id=""mwCA""> <span class=""Latn"" id=""mwCQ"" lang=""de""><a href=""Zehnkampf.html"" title=""Zehnkampf"">Zehnkampf</a></span></li>"
German,ZehnkÌ_mpfer,External links,,ZehnkÌ_mpfer in Duden online, ZehnkÌ_mpfer in Duden online,"<li id=""mwCw""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zehnkaempfer"" id=""mwDA"">ZehnkÌ_mpfer</a><span> in </span><i>Duden</i><span> online</span></li>"
German,ZehnkÌ_mpfern,Noun,åÊm,dative plural of ZehnkÌ_mpfer, dative plural of ZehnkÌ_mpfer,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehnk%C3%A4mpfer.html"" title=""ZehnkÌ_mpfer"">ZehnkÌ_mpfer</a></i></span></span></li>"
German,ZehnkÌ_mpfers,Noun,,genitive singular of ZehnkÌ_mpfer, genitive singular of ZehnkÌ_mpfer,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehnk%C3%A4mpfer.html"" title=""ZehnkÌ_mpfer"">ZehnkÌ_mpfer</a></i></span></span></li>"
German,Zehnt,Pronunciation,,"IPA: /èötseènt/, [èötseèntæ¡]"," IPA(key): /èötseènt/, [èötseèntæ¡]","<li id=""mwBw""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/èötseènt/</span><span>, </span><span class=""IPA"" lang="""">[èötseèntæ¡]</span></li>"
German,Zehnt,Noun,"åÊm ‰Û_(genitive Zehnten, plural Zehnten)",tithe , tithe (a tenthpart of the increase),"<li id=""mwEA""> <a href=""tithe.html"" id=""mwEQ"" title=""tithe"">tithe</a> (a tenthpart of the increase)</li>"
German,Zehnt,External links,,Zehnt in Duden online, Zehnt in Duden online,"<li id=""mwFA""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zehnt"" id=""mwFQ"">Zehnt</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Zehntausende,Noun, ‰Û_(plural),tens of thousands, tens of thousands,"<li id=""mwBQ""> <a href=""tens.html"" id=""mwBg"" title=""tens"">tens</a> of <a href=""thousands.html"" id=""mwBw"" title=""thousands"">thousands</a></li>"
German,Zehntel,Pronunciation,,Audio, Audio(file),"<li id=""mwAg""> <table class=""audiotable"" id=""mwAw"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
German,Zehntel,Noun,"åÊn, m ‰Û_(genitive Zehntels, plural Zehntel)",tenth ," tenth (fraction, part)","<li id=""mwCQ""> <a href=""tenth.html"" id=""mwCg"" title=""tenth"">tenth</a> (fraction, part)</li>"
German,Zehnteln,Noun,åÊn,dative plural of Zehntel, dative plural of Zehntel,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">dative plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehntel.html"" title=""Zehntel"">Zehntel</a></i></span></span></li>"
German,Zehntels,Noun,,genitive singular of Zehntel, genitive singular of Zehntel,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehntel.html"" title=""Zehntel"">Zehntel</a></i></span></span></li>"
German,Zehnten,Noun,åÊm,"inflection of Zehnt:
 genitive singular
 dative singular
 accusative singular
 nominative plural
 genitive plural
 dative plural
 accusative plural"," inflection of Zehnt:
 genitive singular
 dative singular
 accusative singular
 nominative plural
 genitive plural
 dative plural
 accusative plural","<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">inflection of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehnt.html"" title=""Zehnt"">Zehnt</a></i></span>:</span><span>
</span><ol><li> <span class=""form-of-definition"">genitive singular</span></li>
<li> <span class=""form-of-definition"">dative singular</span></li>
<li> <span class=""form-of-definition"">accusative singular</span></li>
<li> <span class=""form-of-definition"">nominative plural</span></li>
<li> <span class=""form-of-definition"">genitive plural</span></li>
<li> <span class=""form-of-definition"">dative plural</span></li>
<li> <span class=""form-of-definition"">accusative plural</span></li></ol></li>"
Serbo-Croatian,Zehra,Etymology,,From Persian ¯¡¯±ôà.,From Persian ¯¡¯±ôà.,"<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Persian%20language"" title=""w:Persian language"">Persian</a></span></span> <i class=""fa-Arab mention"" id=""mwBQ"" lang=""fa""><a href=""%D8%B0%D8%B1%D9%87.html"" title=""¯¡¯±ôà"">¯¡¯±ôà</a></i>.</p>"
Serbo-Croatian,Zehra,Proper noun,åÊf ‰Û_(Cyrillic spelling _Ñ_µ„É„Û_¡),A female given name., A female given name.,"<li id=""mwCg""> <span class=""use-with-mention"" id=""mwCw"">A female <a href=""given_name.html"" title=""given name"">given name</a></span>.</li>"
German,Zehrung,Etymology,,zehren +‰Û_ -ung,zehren +‰Û_ -ung,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""de""><a href=""zehren.html"" title=""zehren"">zehren</a></i><span> +</span><span>‰Û_</span><span> </span><i class=""Latn mention"" lang=""de""><a href=""-ung.html"" title=""-ung"">-ung</a></i></p>"
German,Zehrung,Pronunciation,,"IPA: [èötêÁseèæÛuÜ],  Hyphenation: Zeh‰Û¤rung"," IPA(key): [èötêÁseèæÛuÜ],  Hyphenation: Zeh‰Û¤rung","<li id=""mwBQ""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">[èötêÁseèæÛuÜ]</span></li>, <li id=""mwCA""> <span id=""mwCQ"">Hyphenation: </span><span class=""Latn"" id=""mwCg"" lang=""de"">Zeh‰Û¤rung</span></li>"
German,Zehrung,Noun,"åÊf ‰Û_(genitive Zehrung, plural Zehrungen)","Provisions, especially for the road."," Provisions, especially for the road.","<li id=""mwDw""> <a href=""provisions.html"" id=""mwEA"" title=""provisions"">Provisions</a>, especially for the road.</li>"
German,Zehrung,Noun,"åÊf ‰Û_(genitive Zehrung, plural Zehrungen)",loss through shrinkage, loss through shrinkage,"<li id=""mwEQ""> <a href=""loss.html"" id=""mwEg"" title=""loss"">loss</a> through <a href=""shrinkage.html"" id=""mwEw"" title=""shrinkage"">shrinkage</a></li>"
German,Zehrung,Noun,"åÊf ‰Û_(genitive Zehrung, plural Zehrungen)", glacier wastage, (glaciology) glacier wastage,"<li id=""mwFA""> <span class=""ib-brac"" id=""mwFQ"">(</span><span class=""ib-content"">glaciology</span><span class=""ib-brac"" id=""mwFg"">)</span> <a href=""glacier.html"" id=""mwFw"" title=""glacier"">glacier</a> <a href=""wastage.html"" id=""mwGA"" title=""wastage"">wastage</a></li>"
German,Zehrung,Noun,"åÊf ‰Û_(genitive Zehrung, plural Zehrungen)", funeral feast, (Austria) funeral feast,"<li id=""mwGQ""> <span class=""ib-brac"" id=""mwGg"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Austria"" title=""w:Austria"">Austria</a></span><span class=""ib-brac"" id=""mwGw"">)</span> <a href=""funeral.html"" id=""mwHA"" title=""funeral"">funeral</a> <a href=""feast.html"" id=""mwHQ"" title=""feast"">feast</a></li>"
German,Zehrung,Derived terms,,Wegzehrung, Wegzehrung,"<li id=""mwIA""> <span class=""Latn"" id=""mwIQ"" lang=""de""><a href=""Wegzehrung.html"" title=""Wegzehrung"">Wegzehrung</a></span></li>"
German,Zehrung,External links,," Zehrung on the German  Wikipedia.Wikipedia de,  Zehrung in Duden online","  Zehrung on the German  Wikipedia.Wikipedia de,  Zehrung in Duden online","<li id=""mwIw""> <span> </span><b class=""Latn"" lang=""de""><a class=""external"" href=""https://en.wikipedia.org/wiki/de:Zehrung"" title=""w:de:Zehrung"">Zehrung</a></b><span> on the German  Wikipedia.</span><span class=""interProject"" id=""mwJQ""><a class=""external"" href=""https://en.wikipedia.org/wiki/de:Zehrung"" title=""w:de:Zehrung"">Wikipedia <sup>de</sup></a></span></li>, <li id=""mwJg""> <a class=""external"" href=""http://www.duden.de/rechtschreibung/Zehrung"" id=""mwJw"">Zehrung</a><span> in </span><i>Duden</i><span> online</span></li>"
German,Zehrungen,Noun,åÊf,plural of Zehrung, plural of Zehrung,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zehrung.html"" title=""Zehrung"">Zehrung</a></i></span></span></li>"
German,Zehs,Noun,,genitive singular of Zeh, genitive singular of Zeh,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">genitive singular of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""de""><a href=""Zeh.html"" title=""Zeh"">Zeh</a></i></span></span></li>"
