headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Translingual,Quadriviridae,External links,," Quadriviridae on  Wikipedia.Wikipedia ,   Quadriviridae on  Wikispecies.Wikispecies ","  Quadriviridae on  Wikipedia.Wikipedia ,   Quadriviridae on  Wikispecies.Wikispecies ","<li id=""mwEw""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/Quadriviridae"" title=""w:Quadriviridae"">Quadriviridae</a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwFQ""><a class=""external"" href=""https://en.wikipedia.org/wiki/Quadriviridae"" title=""w:Quadriviridae"">Wikipedia </a></span></li>, <li id=""mwFg""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://species.wikimedia.org/wiki/Quadriviridae#English"" title=""wikispecies:Quadriviridae"">Quadriviridae</a></b><span> on  Wikispecies.</span><span class=""interProject"" id=""mwGA""><a class=""external"" href=""https://species.wikimedia.org/wiki/Quadriviridae"" title=""wikispecies:Quadriviridae"">Wikispecies </a></span></li>"
Translingual,Quadrula,Etymology,,You can help Wiktionary by providing a proper etymology.,You can help Wiktionary by providing a proper etymology.,"<p id=""mwAw""><i id=""mwBA"">You can help Wiktionary by providing a proper etymology.</i></p>"
Translingual,Quadrula,Proper noun, f,"A taxonomic genus within the family UnionidaeÎ__—– certain freshwater mussels, the mapleleafs."," A taxonomic genus within the family UnionidaeÎ__—– certain freshwater mussels, the mapleleafs.","<li id=""mwCg""> <span id=""mwCw"">A taxonomic </span><a href=""genus.html"" title=""genus"">genus</a><span> within the </span><a href=""family.html"" title=""family"">family</a><span> </span><a href=""Unionidae.html"" title=""Unionidae"">Unionidae</a><span>Î_</span><span>_—– certain </span><a href=""freshwater.html"" title=""freshwater"">freshwater</a><span> </span><a href=""mussel.html"" title=""mussel"">mussel</a><span>s, the </span><a class=""external"" href=""https://en.wikipedia.org/wiki/mapleleaf"" title=""w:mapleleaf"">mapleleaf</a><span>s</span><span>.</span></li>"
Translingual,Quadrula,Usage notes,,This genus formerly included numerous species now assigned to other genera in the family Unionidae., This genus formerly included numerous species now assigned to other genera in the family Unionidae.,"<li id=""mwDg""> This genus formerly included numerous species now assigned to other genera in the family Unionidae.</li>"
Translingual,Quadrula,Hypernyms,,": Mollusca - phylum, BivalviaÎ_- class, PalaeoheterodontaÎ_- subclass, UnionoidaÎ_- order, UnionoideaÎ_- superfamily; UnionidaeÎ_- family; AmbleminaeÎ_- subfamily; QuadruliniÎ_- tribe"," (genus): Mollusca - phylum, BivalviaÎ_- class, PalaeoheterodontaÎ_- subclass, UnionoidaÎ_- order, UnionoideaÎ_- superfamily; UnionidaeÎ_- family; AmbleminaeÎ_- subfamily; QuadruliniÎ_- tribe","<li id=""mwEA""> <span class=""ib-brac"" id=""mwEQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">genus</span></span><span class=""ib-brac""><span class=""qualifier-brac"">)</span></span><span class=""ib-colon"" id=""mwEg""><span class=""sense-qualifier-colon"">:</span></span> <a href=""Mollusca.html"" id=""mwEw"" title=""Mollusca"">Mollusca</a><span> - phylum, </span><a href=""Bivalvia.html"" title=""Bivalvia"">Bivalvia</a><span>Î_</span><span>- class, </span><i></i><a class=""external"" href=""https://species.wikimedia.org/wiki/Palaeoheterodonta"" title=""wikispecies:Palaeoheterodonta"">Palaeoheterodonta</a><i></i><span>Î_</span><span>- subclass, </span><i></i><a class=""external"" href=""https://species.wikimedia.org/wiki/Unionoida"" title=""wikispecies:Unionoida"">Unionoida</a><i></i><span>Î_</span><span>- order, </span><i></i><a class=""external"" href=""https://species.wikimedia.org/wiki/Unionoidea"" title=""wikispecies:Unionoidea"">Unionoidea</a><i></i><span>Î_</span><span>- superfamily; </span><a href=""Unionidae.html"" title=""Unionidae"">Unionidae</a><span>Î_</span><span>- family</span>; <i id=""mwFA""></i><a class=""external"" href=""https://species.wikimedia.org/wiki/Ambleminae"" title=""wikispecies:Ambleminae"">Ambleminae</a><i></i><span id=""mwFQ"">Î_</span>- subfamily; <i id=""mwFg""></i><a class=""external"" href=""https://species.wikimedia.org/wiki/Quadrulini"" title=""wikispecies:Quadrulini"">Quadrulini</a><i></i><span id=""mwFw"">Î_</span>- tribe</li>"
Translingual,Quadrula,Hyponyms,,": Quadrula quadrulaÎ_- type species; Quadrula apiculata , Quadrula fragosa , Quadrula nobilis, Quadrula rumphiana Î_- other species"," (genus): Quadrula quadrulaÎ_- type species; Quadrula apiculata (southern mapleleaf), Quadrula fragosa (winged mapleleaf, winged mapleleaf mussel), Quadrula nobilis, Quadrula rumphiana (ridged mapleleaf)Î_- other species","<li id=""mwGQ""> <span class=""ib-brac"" id=""mwGg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">genus</span></span><span class=""ib-brac""><span class=""qualifier-brac"">)</span></span><span class=""ib-colon"" id=""mwGw""><span class=""sense-qualifier-colon"">:</span></span> <span class=""biota"" id=""mwHA""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Quadrula%20quadrula"" title=""wikispecies:Quadrula quadrula"">Quadrula quadrula</a></i></span><span id=""mwHQ"">Î_</span>- type species; <span class=""biota"" id=""mwHg""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Quadrula%20apiculata"" title=""wikispecies:Quadrula apiculata"">Quadrula apiculata</a></i></span> (<a class=""external"" href=""https://en.wikipedia.org/wiki/southern%20mapleleaf"" id=""mwHw"" title=""w:southern mapleleaf"">southern mapleleaf</a>), <span class=""biota"" id=""mwIQ""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Quadrula%20fragosa"" title=""wikispecies:Quadrula fragosa"">Quadrula fragosa</a></i></span> (<a class=""external"" href=""https://en.wikipedia.org/wiki/winged%20mapleleaf"" id=""mwIg"" title=""w:winged mapleleaf"">winged mapleleaf</a>, <a class=""external"" href=""https://en.wikipedia.org/wiki/winged%20mapleleaf%20mussel"" id=""mwJA"" title=""w:winged mapleleaf mussel"">winged mapleleaf mussel</a>), <span class=""biota"" id=""mwJg""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Quadrula%20nobilis"" title=""wikispecies:Quadrula nobilis"">Quadrula nobilis</a></i></span>, <span class=""biota"" id=""mwJw""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Quadrula%20rumphiana"" title=""wikispecies:Quadrula rumphiana"">Quadrula rumphiana</a></i></span> (<a class=""external"" href=""https://en.wikipedia.org/wiki/ridged%20mapleleaf"" id=""mwKA"" title=""w:ridged mapleleaf"">ridged mapleleaf</a>)<span id=""mwKg"">Î_</span>- other species</li>"
Translingual,Quadrula,External links,," Quadrula on  Wikipedia.Wikipedia ,   Quadrula on  Wikispecies.Wikispecies ,   Quadrula on  Wikimedia Commons.Wikimedia Commons ,  Quadrula at World Register of Marine Species ","  Quadrula on  Wikipedia.Wikipedia ,   Quadrula on  Wikispecies.Wikispecies ,   Quadrula on  Wikimedia Commons.Wikimedia Commons ,  Quadrula at World Register of Marine Species ","<li id=""mwLA""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/Quadrula"" title=""w:Quadrula""><i>Quadrula</i></a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwLg""><a class=""external"" href=""https://en.wikipedia.org/wiki/Quadrula"" title=""w:Quadrula"">Wikipedia </a></span></li>, <li id=""mwLw""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://species.wikimedia.org/wiki/Quadrula#English"" title=""wikispecies:Quadrula""><i>Quadrula</i></a></b><span> on  Wikispecies.</span><span class=""interProject"" id=""mwMQ""><a class=""external"" href=""https://species.wikimedia.org/wiki/Quadrula"" title=""wikispecies:Quadrula"">Wikispecies </a></span></li>, <li id=""mwMg""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://commons.wikimedia.org/wiki/Category:Quadrula#English"" title=""commons:Category:Quadrula""><i>Quadrula</i></a></b><span> on  Wikimedia Commons.</span><span class=""interProject"" id=""mwNA""><a class=""external"" href=""https://commons.wikimedia.org/wiki/Category:Quadrula"" title=""commons:Category:Quadrula"">Wikimedia Commons </a></span></li>, <li id=""mwNQ""> <a class=""external"" href=""http://www.marinespecies.org/aphia.php?p=taxdetails&amp;id=856848"" id=""mwNg""><i>Quadrula</i></a><span> at </span><a class=""external"" href=""http://www.marinespecies.org/"">World Register of Marine Species</a><span> </span></li>"
Translingual,Quadrumana,Proper noun, ," A taxonomic division within the order PrimatesÎ__—– comprising the apes and monkeys; so called because the hind foot is usually prehensile, and the great toe opposable somewhat like a thumb. Formerly, the Quadrumana were considered an order distinct from the Bimana, which last included man alone. 1871,  Charles Darwin,  Descent of Man:WITH mankind the differences between the sexes are greater than in most of the Quadrumana, but not so great as in some, for instance, the mandrill."," (obsolete) A taxonomic division within the order PrimatesÎ__—– comprising the apes and monkeys; so called because the hind foot is usually prehensile, and the great toe opposable somewhat like a thumb. Formerly, the Quadrumana were considered an order distinct from the Bimana, which last included man alone. 1871,  Charles Darwin,  Descent of Man:WITH mankind the differences between the sexes are greater than in most of the Quadrumana, but not so great as in some, for instance, the mandrill.","<li id=""mwBw""> <span class=""ib-brac"" id=""mwCA"">(</span><span class=""ib-content"">obsolete</span><span class=""ib-brac"" id=""mwCQ"">)</span> <span id=""mwCg"">A taxonomic </span><a href=""division.html"" title=""division"">division</a><span> within the </span><a href=""order.html"" title=""order"">order</a><span> </span><a href=""Primates.html"" title=""Primates"">Primates</a><span>Î_</span><span>_—– comprising the </span><a href=""ape.html"" title=""ape"">ape</a><span>s and </span><a href=""monkey.html"" title=""monkey"">monkey</a><span>s; so called because the hind foot is usually prehensile, and the great toe opposable somewhat like a thumb. Formerly, the Quadrumana were considered an order distinct from the </span><a href=""Bimana.html"" title=""Bimana"">Bimana</a><span>, which last included man alone.</span><ul id=""mwDA""><li id=""mwDQ""> <div class=""citation-whole"" id=""mwDg""><span class=""cited-source""><b>1871</b>,<span> </span><span> </span>Charles Darwin,<span> </span><span> </span><cite><a class=""external"" href=""https://en.wikisource.org/wiki/Descent_of_Man/Chapter_XIX"" title=""s:Descent of Man/Chapter XIX"">Descent of Man</a></cite>:</span><dl><dd><span class=""cited-passage"">WITH mankind the differences between the sexes are greater than in most of the <b>Quadrumana</b>, but not so great as in some, for instance, the mandrill.</span></dd></dl></div></li></ul></li>"
Translingual,Quadrumana,Coordinate terms,,Bimana, Bimana,"<li id=""mwEA""> <span class=""Latn"" id=""mwEQ"" lang=""mul""><a href=""Bimana.html"" title=""Bimana"">Bimana</a></span></li>"
English,Quaggy,Proper noun,,"A short river that passes through the London boroughs of Bromley, Greenwich and Lewisham."," A short river that passes through the London boroughs of Bromley, Greenwich and Lewisham.","<li id=""mwBw""> A short river that passes through the <span class=""Latn"" id=""mwCA"" lang=""en""><a href=""London.html"" title=""London"">London</a></span> boroughs of <span class=""Latn"" id=""mwCQ"" lang=""en""><a href=""Bromley.html"" title=""Bromley"">Bromley</a></span>, <span class=""Latn"" id=""mwCg"" lang=""en""><a href=""Greenwich.html"" title=""Greenwich"">Greenwich</a></span> and <span class=""Latn"" id=""mwCw"" lang=""en""><a href=""Lewisham.html"" title=""Lewisham"">Lewisham</a></span>.</li>"
French,Quai d'Orsay,Proper noun,Î_m, the French Foreign Affairs Ministry, (the location of) the French Foreign Affairs Ministry,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">(the location of) the French Foreign Affairs Ministry</span></li>"
English,Quail,Etymology,,From a Manx form of McPhail. Also an English nickname from the quail bird.,From a Manx form of McPhail. Also an English nickname from the quail bird.,"<p id=""mwAg"">From a <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Manx%20language"" title=""w:Manx language"">Manx</a></span></span> form of <i class=""Latn mention"" id=""mwBQ"" lang=""en""><a href=""McPhail.html"" title=""McPhail"">McPhail</a></i>. Also an English nickname from the <i class=""Latn mention"" id=""mwBg"" lang=""en""><a href=""quail.html"" title=""quail"">quail</a></i> bird.</p>"
English,Quail,Proper noun,,A  surname_— ., A  surname_— .,"<li id=""mwCw""> <span class=""use-with-mention"" id=""mwDA"">A  <a href=""surname.html"" title=""surname"">surname</a><span>_— </span>.</span></li>"
English,Quaile,Etymology,,From a Manx form of McPhail. Also an English nickname from the quail bird.,From a Manx form of McPhail. Also an English nickname from the quail bird.,"<p id=""mwAQ"">From a <span class=""etylcleanup"" id=""mwAg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Manx%20language"" title=""w:Manx language"">Manx</a></span></span> form of <i class=""Latn mention"" id=""mwBA"" lang=""en""><a href=""McPhail.html"" title=""McPhail"">McPhail</a></i>. Also an English nickname from the <i class=""Latn mention"" id=""mwBQ"" lang=""en""><a href=""quail.html"" title=""quail"">quail</a></i> bird.</p>"
English,Quaile,Proper noun,,A  surname_— ., A  surname_— .,"<li id=""mwCg""> <span class=""use-with-mention"" id=""mwCw"">A  <a href=""surname.html"" title=""surname"">surname</a><span>_— </span>.</span></li>"
English,Quailgate,Etymology,,quail +_—_ -gate,quail +_—_ -gate,"<p id=""mwAg""><i class=""Latn mention"" id=""mwAw"" lang=""en""><a href=""quail.html"" title=""quail"">quail</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""en""><a href=""-gate.html"" title=""-gate"">-gate</a></i></p>"
English,Quailgate,Proper noun,," The 2006 controversy over the accidental shooting of Harry Whittington, a 78-year-old Texas attorney, by U.S. Vice President Dick Cheney, while participating in a quail hunt on a ranch in Riviera, Texas. 2006, The Economist  The squall over Mr Cheney's behaviour in Quailgate will probably die down, providing Mr Whittington survives. But the debate over hunting will go on growing."," (US, informal) The 2006 controversy over the accidental shooting of Harry Whittington, a 78-year-old Texas attorney, by U.S. Vice President Dick Cheney, while participating in a quail hunt on a ranch in Riviera, Texas. 2006, The Economist (volume 378, page 34) The squall over Mr Cheney's behaviour in Quailgate will probably die down, providing Mr Whittington survives. But the debate over hunting will go on growing.","<li id=""mwCQ""> <span class=""ib-brac"" id=""mwCg"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/United%20States"" title=""w:United States"">US</a><span class=""ib-comma"">,</span><span> </span>informal</span><span class=""ib-brac"" id=""mwCw"">)</span> The 2006 <a href=""controversy.html"" id=""mwDA"" title=""controversy"">controversy</a> over the accidental <a href=""shoot.html"" id=""mwDQ"" title=""shoot"">shooting</a> of Harry Whittington, a 78-year-old Texas attorney, by U.S. Vice President <a class=""external"" href=""https://en.wikipedia.org/wiki/Dick%20Cheney"" id=""mwDg"" title=""wikipedia:Dick Cheney"">Dick Cheney</a>, while participating in a <a href=""quail.html"" id=""mwDw"" title=""quail"">quail</a> <a href=""hunt.html"" id=""mwEA"" title=""hunt"">hunt</a> on a <a href=""ranch.html"" id=""mwEQ"" title=""ranch"">ranch</a> in <a href=""Riviera.html"" id=""mwEg"" title=""Riviera"">Riviera</a>, <a href=""Texas.html"" id=""mwEw"" title=""Texas"">Texas</a>.<ul id=""mwFA""><li id=""mwFQ""> <b id=""mwFg"">2006</b>, <i id=""mwFw"">The Economist</i> (volume 378, page 34)<dl id=""mwGA""><dd id=""mwGQ""> The squall over Mr Cheney's behaviour in <b id=""mwGg"">Quailgate</b> will probably die down, providing Mr Whittington survives. But the debate over hunting will go on growing.</dd></dl></li></ul></li>"
English,Quaker,Pronunciation,,Rhymes: -e€ék€È, Rhymes: -e€ék€È(r),"<li id=""mwAw""> <span id=""mwBA"">Rhymes: </span><span class=""IPA"" lang="""">-e€ék€È(r)</span></li>"
English,Quaker,Etymology 1,,"A name given to members of the Religious Society of Friends in England when, in his defense, the leader of the Society said that the English judge would be the one to quake with fear before God on his Day of Judgment.","A name given to members of the Religious Society of Friends in England when, in his defense, the leader of the Society said that the English judge would be the one to quake with fear before God on his Day of Judgment.","<p id=""mwBg"">A name given to members of the <a class=""external"" href=""https://en.wikipedia.org/wiki/Religious%20Society%20of%20Friends"" id=""mwBw"" title=""w:Religious Society of Friends"">Religious Society of Friends</a> in England when, in his defense, the leader of the Society said that the English judge would be the one to quake with fear before God on his Day of Judgment.</p>"
English,Quaker,Noun, _—_(plural Quakers)," A believer of the Quaker faith and a member of the Society of Friends, known for their pacifist views."," (religion) A believer of the Quaker faith and a member of the Society of Friends, known for their pacifist views.","<li id=""mwDA""> <span class=""ib-brac"" id=""mwDQ"">(</span><span class=""ib-content"">religion</span><span class=""ib-brac"" id=""mwDg"">)</span> A believer of the Quaker <a href=""faith.html"" id=""mwDw"" title=""faith"">faith</a> and a member of the Society of Friends, known for their <a href=""pacifist.html"" id=""mwEQ"" title=""pacifist"">pacifist</a> views.</li>"
English,Quaker,Synonyms,,autem quaver , autem quaver (archaic cant),"<li id=""mwEw""> <span class=""Latn"" id=""mwFA"" lang=""en""><a href=""autem_quaver.html"" title=""autem quaver"">autem quaver</a></span> <span class=""ib-brac"" id=""mwFQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">archaic cant</span></span><span class=""ib-brac"" id=""mwFg""><span class=""qualifier-brac"">)</span></span></li>"
English,Quaker,Etymology 2,,Quake  +_—_ -er,Quake  +_—_ -er,"<p id=""mwGQ""><i id=""mwGg""><a class=""external"" href=""https://en.wikipedia.org/wiki/Quake_(series)"" id=""mwGw"" title=""w:Quake (series)"">Quake</a></i> <span id=""mwHA""> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""en""><a href=""-er.html"" title=""-er"">-er</a></i></p>"
English,Quaker,Noun, _—_(plural Quakers), One who plays any Quake games., (video games) One who plays any Quake games.,"<li id=""mwIg""> <span class=""ib-brac"" id=""mwIw"">(</span><span class=""ib-content""><a href=""video_game.html"" title=""video game"">video games</a></span><span class=""ib-brac"" id=""mwJA"">)</span> One who plays any <i id=""mwJQ""><a class=""external"" href=""https://en.wikipedia.org/wiki/Quake_(series)"" id=""mwJg"" title=""w:Quake (series)"">Quake</a></i> games.</li>"
English,Quaker buttons,Noun,Î_pl _—_(plural only),The seeds of nux vomica., The seeds of nux vomica.,"<li id=""mwCg""> The <a href=""seed.html"" id=""mwCw"" title=""seed"">seeds</a> of <i id=""mwDA""><a href=""nux_vomica.html"" id=""mwDQ"" title=""nux vomica"">nux vomica</a></i>.</li>"
English,Quaker gun,Alternative forms,,quaker gun, quaker gun,"<li id=""mwBA""> <span class=""Latn"" id=""mwBQ"" lang=""en""><a href=""quaker_gun.html"" title=""quaker gun"">quaker gun</a></span></li>"
English,Quaker gun,Etymology,,An allusion to the pacifism associated with practitioners of the Quaker religion.,An allusion to the pacifism associated with practitioners of the Quaker religion.,"<p id=""mwBg"">An <a href=""allusion.html"" id=""mwBw"" title=""allusion"">allusion</a> to the <a href=""pacifism.html"" id=""mwCA"" title=""pacifism"">pacifism</a> associated with practitioners of the <a class=""external"" href=""https://en.wikipedia.org/wiki/Quakers"" id=""mwCQ"" title=""w:Quakers"">Quaker religion</a>.</p>"
English,Quaker gun,Noun, _—_(plural Quaker guns)," A nonfunctional imitation of a gun or of a piece of artillery, typically made of wood and usually intended to deceive enemy forces into overestimating one's available firepower. 1843, James Fenimore Cooper, Wyandotte, ch. 21: ""At all events, your honour, I will carry the quaker in,"" said Joyce, tossing the stuffed figure on a shoulder. ""He do to man the quaker gun at least, and may be of use in frightening some one of the other side."" 1861 Oct. 4, ""The Great Rebellion,"" New York Times : The Quaker gun found there was consigned to the flames to-day, and in its stead heavy artillery, of the genuine sort, commands all the surrounding country."," (chiefly US, idiomatic, military, weaponry) A nonfunctional imitation of a gun or of a piece of artillery, typically made of wood and usually intended to deceive enemy forces into overestimating one's available firepower. 1843, James Fenimore Cooper, Wyandotte, ch. 21: ""At all events, your honour, I will carry the quaker in,"" said Joyce, tossing the stuffed figure on a shoulder. ""He do to man the quaker gun at least, and may be of use in frightening some one of the other side."" 1861 Oct. 4, ""The Great Rebellion,"" New York Times (retrieved 30 Oct. 2011): The Quaker gun found there was consigned to the flames to-day, and in its stead heavy artillery, of the genuine sort, commands all the surrounding country.","<li id=""mwDg""> <span class=""ib-brac"" id=""mwDw"">(</span><span class=""ib-content"">chiefly<span> </span><a class=""external"" href=""https://en.wikipedia.org/wiki/United%20States"" title=""w:United States"">US</a><span class=""ib-comma"">,</span><span> </span>idiomatic<span class=""ib-comma"">,</span><span> </span>military<span class=""ib-comma"">,</span><span> </span>weaponry</span><span class=""ib-brac"" id=""mwEA"">)</span> A <a href=""nonfunctional.html"" id=""mwEQ"" title=""nonfunctional"">nonfunctional</a> <a href=""imitation.html"" id=""mwEg"" title=""imitation"">imitation</a> of a gun or of a piece of <a href=""artillery.html"" id=""mwEw"" title=""artillery"">artillery</a>, typically made of wood and usually intended to <a href=""deceive.html"" id=""mwFA"" title=""deceive"">deceive</a> enemy forces into <a href=""overestimate.html"" id=""mwFQ"" title=""overestimate"">overestimating</a> one's available <a href=""firepower.html"" id=""mwFg"" title=""firepower"">firepower</a>.<ul id=""mwFw""><li id=""mwGA""> <b id=""mwGQ"">1843</b>, <a class=""external"" href=""https://en.wikipedia.org/wiki/James%20Fenimore%20Cooper"" id=""mwGg"" title=""w:James Fenimore Cooper"">James Fenimore Cooper</a>, <i id=""mwGw"">Wyandotte</i>, ch. 21:<dl id=""mwHA""><dd id=""mwHQ""> ""At all events, your honour, I will carry the quaker in,"" said Joyce, tossing the stuffed figure on a shoulder. ""He do to man the <b id=""mwHg"">quaker gun</b> at least, and may be of use in frightening some one of the other side.""</dd></dl></li><li id=""mwHw""> <b id=""mwIA"">1861</b> Oct. 4, ""<a class=""external"" href=""http://www.nytimes.com/1861/10/04/news/great-rebellion-startling-rumor-new-orleans-fleet-national-vessels-preparing.html"" id=""mwIQ"">The Great Rebellion</a>,"" <i id=""mwIg"">New York Times</i> <small id=""mwIw"">(retrieved 30 Oct. 2011)</small>:<dl id=""mwJA""><dd id=""mwJQ""> The <b id=""mwJg"">Quaker gun</b> found there was consigned to the flames to-day, and in its stead heavy artillery, of the genuine sort, commands all the surrounding country.</dd></dl></li></ul></li>"
English,Quaker gun,References,,Quaker gun at OneLook Dictionary Search, Quaker gun at OneLook Dictionary Search,"<li id=""mwKA""> <a class=""external"" href=""http://www.onelook.com/?w=Quaker+gun&amp;ls=a"" id=""mwKQ"">Quaker gun</a><span> at </span><i>OneLook Dictionary Search</i></li>"
English,Quaker guns,Noun,,plural of Quaker gun, plural of Quaker gun,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Quaker_gun.html"" title=""Quaker gun"">Quaker gun</a></i></span></span></li>"
English,Quaker ladies,Noun, _—_(uncountable),"Houstonia caerulea, a perennial plant of North America, with pale blue flowers."," Houstonia caerulea, a perennial plant of North America, with pale blue flowers.","<li id=""mwCg""> <span class=""biota"" id=""mwCw""><i><a class=""external"" href=""https://species.wikimedia.org/wiki/Houstonia%20caerulea"" title=""wikispecies:Houstonia caerulea"">Houstonia caerulea</a></i></span>, a <a href=""perennial.html"" id=""mwDA"" title=""perennial"">perennial</a> <a href=""plant.html"" id=""mwDQ"" title=""plant"">plant</a> of <a href=""North_America.html"" id=""mwDg"" title=""North America"">North America</a>, with pale blue flowers.</li>"
English,Quakeress,Etymology,,Quaker +_—_ -ess,Quaker +_—_ -ess,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""en""><a href=""Quaker.html"" title=""Quaker"">Quaker</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""en""><a href=""-ess.html"" title=""-ess"">-ess</a></i></p>"
English,Quakeress,Noun, _—_(plural Quakeresses), A female Quaker., (dated) A female Quaker.,"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">dated</span><span class=""ib-brac"" id=""mwCg"">)</span> A female <a href=""Quaker.html"" id=""mwCw"" title=""Quaker"">Quaker</a>.</li>"
English,Quakeresses,Noun,,plural of Quakeress, plural of Quakeress,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Quakeress.html"" title=""Quakeress"">Quakeress</a></i></span></span></li>"
English,Quakerish,Etymology,,Quaker +_—_ -ish,Quaker +_—_ -ish,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""en""><a href=""Quaker.html"" title=""Quaker"">Quaker</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""en""><a href=""-ish.html"" title=""-ish"">-ish</a></i></p>"
English,Quakerish,Adjective," _—_(comparative more Quakerish, superlative most Quakerish)"," Suggesting or pertaining to the Quakers. She wore a Quakerish grey dress."," (dated) Suggesting or pertaining to the Quakers. She wore a Quakerish grey dress.","<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">dated</span><span class=""ib-brac"" id=""mwCg"">)</span> Suggesting or pertaining to the <a href=""Quaker.html"" id=""mwCw"" title=""Quaker"">Quakers</a>.<dl id=""mwDA""><dd id=""mwDQ""> <i id=""mwDg"">She wore a <b id=""mwDw"">Quakerish</b> grey dress.</i></dd></dl></li>"
English,Quakerism,Etymology,,Quaker +_—_ -ism,Quaker +_—_ -ism,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""en""><a href=""Quaker.html"" title=""Quaker"">Quaker</a></i><span> +</span><span>_—_</span><span> </span><i class=""Latn mention"" lang=""en""><a href=""-ism.html"" title=""-ism"">-ism</a></i></p>"
English,Quakerism,Noun," _—_(countable and uncountable, plural Quakerisms)","An alternate name for the belief system of the members of the Religious Society of Friends, an ostensibly Christian religious denomination that began in England in the 17th century."," An alternate name for the belief system of the members of the Religious Society of Friends, an ostensibly Christian religious denomination that began in England in the 17th century.","<li id=""mwCA""> An alternate name for the belief system of the members of the <a class=""external"" href=""https://en.wikipedia.org/wiki/Religious%20Society%20of%20Friends"" id=""mwCQ"" title=""w:Religious Society of Friends"">Religious Society of Friends</a>, an ostensibly <a href=""Christian.html"" id=""mwCg"" title=""Christian"">Christian</a> <a href=""religious.html"" id=""mwCw"" title=""religious"">religious</a> <a href=""denomination.html"" id=""mwDA"" title=""denomination"">denomination</a> that began in England in the 17th century.</li>"
English,Quakerism,Noun," _—_(countable and uncountable, plural Quakerisms)"," A behaviour, belief, etc. that is characteristic of Quakers."," (derogatory) A behaviour, belief, etc. that is characteristic of Quakers.","<li id=""mwDQ""> <span class=""ib-brac"" id=""mwDg"">(</span><span class=""ib-content""><a href=""derogatory.html"" title=""derogatory"">derogatory</a></span><span class=""ib-brac"" id=""mwDw"">)</span> A behaviour, belief, etc. that is characteristic of <a href=""Quaker.html"" id=""mwEA"" title=""Quaker"">Quakers</a>.</li>"
English,Quakerisms,Noun,,plural of Quakerism, plural of Quakerism,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Quakerism.html"" title=""Quakerism"">Quakerism</a></i></span></span></li>"
English,Quakeristic,Adjective," _—_(comparative more Quakeristic, superlative most Quakeristic)",Of or relating to Quakerism., Of or relating to Quakerism.,"<li id=""mwBw""> Of or relating to <a href=""Quakerism.html"" id=""mwCA"" title=""Quakerism"">Quakerism</a>.</li>"
English,Quakerization,Noun, _—_(uncountable),conversion to the Quaker religion, conversion to the Quaker religion,"<li id=""mwBQ""> <a href=""conversion.html"" id=""mwBg"" title=""conversion"">conversion</a> to the <a href=""Quaker.html"" id=""mwBw"" title=""Quaker"">Quaker</a> <a href=""religion.html"" id=""mwCA"" title=""religion"">religion</a></li>"
