headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Navajo,YaÊ_iishjÃ¡Ã¡stsoh,Pronunciation,,Audio , Audio (NV)(file),"<li id=""mwCw""> <table class=""audiotable"" id=""mwDA"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (NV)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
Navajo,YaÊ_iishjÃ¡Ã¡stsoh,Noun,,July, July,"<li id=""mwEg""> <a href=""July.html"" id=""mwEw"" title=""July"">July</a></li>"
Navajo,YaÊ_iishjÃ¡Ã¡stsoh,Alternative forms,,YaÊ_iishjÃ¡Ã¡shtsoh , YaÊ_iishjÃ¡Ã¡shtsoh (Eastern Navajo),"<li id=""mwFQ""> <span class=""nv-Latn"" id=""mwFg"" lang=""nv"">YaÊ_iishjÃ¡Ã¡shtsoh</span> <span class=""ib-brac"" id=""mwFw""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">Eastern Navajo</span></span><span class=""ib-brac"" id=""mwGA""><span class=""qualifier-brac"">)</span></span></li>"
Navajo,YaÊ_iishjÃ¡Ã¡stsoh,Synonyms,,BÄ¯Ä¯h iiÅ‚chÃ_Ã_h , BÄ¯Ä¯h iiÅ‚chÃ_Ã_h (deer giving birth),"<li id=""mwGg""> <span class=""nv-Latn"" id=""mwGw"" lang=""nv"">BÄ¯Ä¯h iiÅ‚chÃ_Ã_h</span> (deer giving birth)</li>"
Navajo,YaÊ_niilzhiin,Proper noun,,"Torreon, New Mexico"," Torreon, New Mexico","<li id=""mwBg""> Torreon, <a href=""New_Mexico.html"" id=""mwCA"" title=""New Mexico"">New Mexico</a></li>"
Translingual,Yb,Symbol,, Symbol for ytterbium., (chemistry) Symbol for ytterbium.,"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">chemistry</span><span class=""ib-brac"" id=""mwCA"">)</span> Symbol for <a href=""ytterbium.html"" id=""mwCQ"" title=""ytterbium"">ytterbium</a>.</li>"
Translingual,Ycd,Symbol,," Symbol for the yottacandela, an SI unit of luminous intensity equal to 1024 candelas."," (metrology) Symbol for the yottacandela, an SI unit of luminous intensity equal to 1024 candelas.","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">metrology</span><span class=""ib-brac"">)</span><span> Symbol for the </span><b><a href=""yottacandela.html"" title=""yottacandela"">yottacandela</a></b><span>, an </span>SI unit<span> of </span><a href=""luminous_intensity.html"" title=""luminous intensity"">luminous intensity</a><span> equal to 10</span><sup>24</sup><span> </span><a href=""candela.html"" title=""candela"">candela</a><span>s.</span></li>"
Swedish,Ydre,Proper noun,,"a small town in central Sweden, in the province Ã–stergÃ¶tland"," a small town in central Sweden, in the province Ã–stergÃ¶tland","<li id=""mwBg""> a small town in central Sweden, in the province <a href=""%C3%96sterg%C3%B6tland.html"" id=""mwBw"" title=""Ã–stergÃ¶tland"">Ã–stergÃ¶tland</a></li>"
English,Ye,Proper noun,,Anglicized version of the 42nd most common Chinese surname., Anglicized version of the 42nd most common Chinese surname.,"<li id=""mwBg""> Anglicized version of the 42nd most common Chinese <a href=""surname.html"" id=""mwBw"" title=""surname"">surname</a>.</li>"
English,Yeager,Etymology,,From German JÃ_ger,From German JÃ_ger,"<p id=""mwAQ"">From <span class=""etylcleanup"" id=""mwAg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/German%20language"" title=""w:German language"">German</a></span></span> <span class=""Latn"" id=""mwBA"" lang=""de""><a href=""J%C3%A4ger.html"" title=""JÃ_ger"">JÃ_ger</a></span></p>"
English,Yeager,Proper noun,,A  surnameâ€‹., A  surnameâ€‹.,"<li id=""mwCQ""> <span class=""use-with-mention"" id=""mwCg"">A  <a href=""surname.html"" title=""surname"">surname</a><span>â€‹</span>.</span></li>"
English,Yeager,Proper noun,,A town in Oklahoma., A town in Oklahoma.,"<li id=""mwDA""> A town in <a href=""Oklahoma.html"" id=""mwDQ"" title=""Oklahoma"">Oklahoma</a>.</li>"
Manx,Yeaman,Alternative forms,,Yn Yemen, Yn Yemen,"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""gv""><a href=""Yemen.html"" title=""Yemen"">Yn Yemen</a></span></li>"
Manx,Yeaman,Etymology,,Borrowing from English Yemen.,Borrowing from English Yemen.,"<p id=""mwBQ"">Borrowing<span> from </span><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/English%20language"" title=""w:English language"">English</a></span><span> </span><i class=""Latn mention"" lang=""en""><a href=""Yemen.html"" title=""Yemen"">Yemen</a></i>.</p>"
Manx,Yeaman,Proper noun,menÂ f,Yemen, Yemen,"<li id=""mwDA""> <a href=""Yemen.html"" id=""mwDQ"" title=""Yemen"">Yemen</a></li>"
English,Year Without a Summer,Proper noun,,The year 1816., The year 1816.,"<li id=""mwBg""> The year 1816.</li>"
English,Yeardley,Alternative forms,,Yeardlie, Yeardlie,"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""en"">Yeardlie</span></li>"
English,Yeardley,Etymology,,Variant of Yardley.,Variant of Yardley.,"<p id=""mwBQ"">Variant of <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Yardley.html"" title=""Yardley"">Yardley</a></span>.</p>"
English,Yeardley,Proper noun,,A  surnameâ€‹., A  surnameâ€‹.,"<li id=""mwCw""> <span class=""use-with-mention"" id=""mwDA"">A  <a href=""surname.html"" title=""surname"">surname</a><span>â€‹</span>.</span></li>"
English,Yeardley,Proper noun,,A rare male or female given name transferred from the surname., A rare male or female given name transferred from the surname.,"<li id=""mwDg""> <span class=""use-with-mention"" id=""mwDw"">A rare male or female <a href=""given_name.html"" title=""given name"">given name</a></span> transferred from the surname.</li>"
English,Yeatsian,Etymology,,Yeats +â€_ -ian,Yeats +â€_ -ian,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""en"">Yeats</i><span> +</span><span>â€_</span><span> </span><i class=""Latn mention"" lang=""en""><a href=""-ian.html"" title=""-ian"">-ian</a></i></p>"
English,Yeatsian,Adjective," â€_(comparative more Yeatsian, superlative most Yeatsian)",Of or pertaining to the Irish poet and dramatist William Butler Yeats  or his writings., Of or pertaining to the Irish poet and dramatist William Butler Yeats (1865-1939) or his writings.,"<li id=""mwCA""> Of or pertaining to the <a href=""Irish.html"" id=""mwCQ"" title=""Irish"">Irish</a> <a href=""poet.html"" id=""mwCg"" title=""poet"">poet</a> and <a href=""dramatist.html"" id=""mwCw"" title=""dramatist"">dramatist</a> <a class=""external"" href=""https://en.wikipedia.org/wiki/William%20Butler%20Yeats"" id=""mwDA"" title=""w:William Butler Yeats"">William Butler Yeats</a> (1865-1939) or his writings.</li>"
English,Yeddo,Proper noun,, Tokyo, (obsolete) Tokyo,"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content"">obsolete</span><span class=""ib-brac"" id=""mwBw"">)</span> <a href=""Tokyo.html"" id=""mwCA"" title=""Tokyo"">Tokyo</a></li>"
English,Yedo,Proper noun,,Alternative form of Edo, Alternative form of Edo,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Edo.html"" title=""Edo"">Edo</a></i></span></span></li>"
English,Yee,Proper noun,,A male given name, A male given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Manx,Yeeastyn,Proper noun,tynÂ mÂ pl,Pisces, Pisces,"<li id=""mwBg""> <a href=""Pisces.html"" id=""mwBw"" title=""Pisces"">Pisces</a></li>"
Manx,Yeesey Creest,Proper noun,Â m,"Jesus Christ
 Ta mish dty heshey harvaant ayns Yeesey Creest.
 I am your fellow servant in Jesus Christ.
"," Jesus Christ
 Ta mish dty heshey harvaant ayns Yeesey Creest.
 I am your fellow servant in Jesus Christ.
","<li id=""mwBQ""> <a href=""Jesus_Christ.html"" id=""mwBg"" title=""Jesus Christ"">Jesus Christ</a>
<dl id=""mwBw""><dd id=""mwCA""> Ta <span class=""Latn"" id=""mwCQ"" lang=""gv""><a href=""mish.html"" title=""mish"">mish</a></span> dty <span class=""Latn"" id=""mwCg"" lang=""gv""><a href=""sheshey.html"" title=""sheshey"">heshey</a></span> harvaant <span class=""Latn"" id=""mwCw"" lang=""gv""><a href=""ayns.html"" title=""ayns"">ayns</a></span> <b id=""mwDA"">Yeesey Creest</b>.
<dl id=""mwDQ""><dd id=""mwDg""> <i id=""mwDw"">I am your fellow servant in Jesus Christ.</i>
</dd></dl></dd></dl></li>"
English,Yeezy,Etymology,,Diminutive of the second syllable of Kanye. ,Diminutive of the second syllable of Kanye. ,"<p id=""mwAQ"">Diminutive of the second syllable of Kanye. </p>"
English,Yeezy,Proper noun,," Kanye West , American rap musician."," (slang) Kanye West (born 1977), American rap musician.","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">slang</span><span class=""ib-brac"" id=""mwCA"">)</span> <a class=""external"" href=""https://en.wikipedia.org/wiki/Kanye%20West"" id=""mwCQ"" title=""wikipedia:Kanye West"">Kanye West</a> (born 1977), American rap musician.</li>"
English,Yefrem,Etymology,,From Russian _•Ñ„Ñ€_µÌÅ__ â€_.,From Russian _•Ñ„Ñ€_µÌÅ__ â€_(JefrÃ©m).,"<p id=""mwAQ"">From <span class=""etylcleanup"" id=""mwAg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Russian%20language"" title=""w:Russian language"">Russian</a></span></span> <i class=""Cyrl mention"" id=""mwBA"" lang=""ru"">_•Ñ„Ñ€_µÌÅ__</i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">JefrÃ©m</span><span class=""mention-gloss-paren"">)</span>.</p>"
English,Yefrem,Proper noun,,A Russian male given name, A Russian male given name,"<li id=""mwCg""> <span class=""use-with-mention"" id=""mwCw"">A Russian male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
English,Yefrem,Related terms,,Ephraim, Ephraim,"<li id=""mwDg""> <span class=""Latn"" id=""mwDw"" lang=""en""><a href=""Ephraim.html"" title=""Ephraim"">Ephraim</a></span></li>"
Atakapa,Yegsa,Etymology,,Swanton suggests a possible connection to yik â€_.,Swanton suggests a possible connection to yik â€_(â€œtradeâ€ù).,"<p id=""mwAQ"">Swanton suggests a possible connection to <i class=""Latn mention"" id=""mwAg"" lang=""aqp"">yik</i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">â€œ</span><span class=""mention-gloss"">trade</span><span class=""mention-gloss-double-quote"">â€ù</span><span class=""mention-gloss-paren"" id=""mwAw"">)</span>.</p>"
Atakapa,Yegsa,Noun,, Spaniard, (Akokisa) Spaniard(s),"<li id=""mwCA""> <span class=""ib-brac"" id=""mwCQ"">(</span><span class=""ib-content"">Akokisa</span><span class=""ib-brac"" id=""mwCg"">)</span> <a href=""Spaniard.html"" id=""mwCw"" title=""Spaniard"">Spaniard</a>(s)</li>"
Atakapa,Yegsa,References,,"Anthropological Linguistics, volume 47 , page 38: Herbert E. Bolton found two Akokisa words in Spanish records:  'Spaniard' and ."," Anthropological Linguistics, volume 47 (2005), page 38: Herbert E. Bolton found two Akokisa words in Spanish records: (Yegsa) 'Spaniard(s)' and (Quiselpoo).","<li id=""mwDQ""> <i id=""mwDg"">Anthropological Linguistics</i>, volume 47 (2005), page 38: Herbert E. Bolton found two Akokisa words in Spanish records: (Yegsa) 'Spaniard(s)' and (Quiselpoo).</li>"
English,Yehovah,Proper noun,,Alternative form of Jehovah, Alternative form of Jehovah,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Jehovah.html"" title=""Jehovah"">Jehovah</a></i></span></span></li>"
English,Yehuda,Etymology,,Transliteration of Hebrew _™_”_•_“_”.,Transliteration of Hebrew _™_”_•_“_”.,"<p id=""mwAQ"">Transliteration of <span class=""etylcleanup"" id=""mwAg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Hebrew%20language"" title=""w:Hebrew language"">Hebrew</a></span></span> <a href=""%D7%99%D7%94%D7%95%D7%93%D7%94.html"" id=""mwBA"" title=""_™_”_•_“_”"">_™_”_•_“_”</a>.</p>"
English,Yehuda,Proper noun,,A male given name., A male given name.,"<li id=""mwCQ""> <span class=""use-with-mention"" id=""mwCg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span>.</li>"
English,Yehudi,Etymology,,"From Hebrew _™_”_•_“_™ â€_. Related to Judah. An endonym for Jew. &lt;""praiser of G-d""","From Hebrew _™_”_•_“_™ â€_(yehu'di, â€œJewâ€ù). Related to Judah. An endonym for Jew. &lt;""praiser of G-d""","<p id=""mwAQ"">From <span class=""etylcleanup"" id=""mwAg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Hebrew%20language"" title=""w:Hebrew language"">Hebrew</a></span></span> <i class=""Hebr mention"" id=""mwBA"" lang=""he""><a href=""%D7%99%D7%94%D7%95%D7%93%D7%99.html"" title=""_™_”_•_“_™"">_™_”_•_“_™</a></i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">yehu'di</span><span>, </span><span class=""mention-gloss-double-quote"">â€œ</span><span class=""mention-gloss"">Jew</span><span class=""mention-gloss-double-quote"">â€ù</span><span class=""mention-gloss-paren"" id=""mwBQ"">)</span>. Related to <a href=""Judah.html"" id=""mwBg"" title=""Judah"">Judah</a>. An <a href=""endonym.html"" id=""mwBw"" title=""endonym"">endonym</a> for <a href=""Jew.html"" id=""mwCA"" title=""Jew"">Jew</a>. &lt;""praiser of G-d""</p>"
English,Yehudi,Pronunciation,,Rhymes: -uËêdi, Rhymes: -uËêdi,"<li id=""mwCg""><dl id=""mwCw""><dd id=""mwDA""> <span id=""mwDQ"">Rhymes: </span><span class=""IPA"" lang="""">-uËêdi</span></dd></dl></li>"
English,Yehudi,Proper noun,,A male given name of Jewish usage., A male given name of Jewish usage.,"<li id=""mwFA""> <span class=""use-with-mention"" id=""mwFQ"">A male <a href=""given_name.html"" title=""given name"">given name</a></span> of Jewish usage.</li>"
English,Yehudi,Proper noun,,Jew, Jew,"<li id=""mwFw""> <a href=""Jew.html"" id=""mwGA"" title=""Jew"">Jew</a></li>"
English,Yehudi,Derived terms,,Yehudi lights, Yehudi lights,"<li id=""mwGg""> <span class=""Latn"" id=""mwGw"" lang=""en""><a href=""Yehudi_lights.html"" title=""Yehudi lights"">Yehudi lights</a></span></li>"
English,Yehudi,Related terms,,Yehudit, Yehudit,"<li id=""mwHQ""> <span class=""Latn"" id=""mwHg"" lang=""en""><a href=""Yehudit.html"" title=""Yehudit"">Yehudit</a></span></li>"
English,Yehudi lights,Noun,Â pl â€_(plural only)," Lights placed under aeroplanes that raise their brightness to the same level as the skyâ€™s, as a form of camouflage."," (rare) Lights placed under aeroplanes that raise their brightness to the same level as the skyâ€™s, as a form of camouflage.","<li id=""mwCw""> <span class=""ib-brac"" id=""mwDA"">(</span><span class=""ib-content"">rare</span><span class=""ib-brac"" id=""mwDQ"">)</span> Lights placed under aeroplanes that raise their brightness to the same level as the skyâ€™s, as a form of <span class=""Latn"" id=""mwDg"" lang=""en""><a href=""camouflage.html"" title=""camouflage"">camouflage</a></span>.</li>"
English,Yehudim,Noun,Â pl â€_(plural only),"Latinized masculine plural form of _™_”_•_“_™, meaning Jews."," Latinized masculine plural form of _™_”_•_“_™, meaning Jews.","<li id=""mwBQ""> Latinized masculine plural form of <a href=""%D7%99%D7%94%D7%95%D7%93%D7%99.html"" id=""mwBg"" title=""_™_”_•_“_™"">_™_”_•_“_™</a>, meaning <a href=""Jew.html"" id=""mwBw"" title=""Jew"">Jews</a>.</li>"
English,Yehudit,Etymology,,Transliteration of Hebrew _™Ö°_”_•Ö__“Ö´_™_ª â€_.,"Transliteration of Hebrew _™Ö°_”_•Ö__“Ö´_™_ª â€_(y'hudÃ_t, â€œJudithâ€ù).","<p id=""mwAQ"">Transliteration of <span class=""etylcleanup"" id=""mwAg""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Hebrew%20language"" title=""w:Hebrew language"">Hebrew</a></span></span> <i class=""Hebr mention"" id=""mwBA"" lang=""he""><a href=""%D7%99%D7%94%D7%95%D7%93%D7%99%D7%AA.html"" title=""_™_”_•_“_™_ª"">_™Ö°_”_•Ö__“Ö´_™_ª</a></i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">y'hudÃ_t</span><span>, </span><span class=""mention-gloss-double-quote"">â€œ</span><span class=""mention-gloss"">Judith</span><span class=""mention-gloss-double-quote"">â€ù</span><span class=""mention-gloss-paren"" id=""mwBQ"">)</span>.</p>"
English,Yehudit,Proper noun,,"A female given name.
 1994, Erica Jong, Fear of Fifty, page 61:
 My mother was called Yehudit by her Russian Jewish parents when she was born in England, but the intransigent Englishman in the registry office had changed it first to Judith and then to Edith  - leaving the resultant impression that Jews were not even allowed to keep their own names."," A female given name.
 1994, Erica Jong, Fear of Fifty, page 61:
 My mother was called Yehudit by her Russian Jewish parents when she was born in England, but the intransigent Englishman in the registry office had changed it first to Judith and then to Edith ( ""good English names"" ) - leaving the resultant impression that Jews were not even allowed to keep their own names.","<li id=""mwCg""> <span class=""use-with-mention"" id=""mwCw"">A female <a href=""given_name.html"" title=""given name"">given name</a></span>.
<ul id=""mwDQ""><li id=""mwDg""> <b id=""mwDw"">1994</b>, <a class=""external"" href=""https://en.wikipedia.org/wiki/Erica%20Jong"" id=""mwEA"" title=""w:Erica Jong"">Erica Jong</a>, <i id=""mwEQ"">Fear of Fifty</i>, page 61:
<dl id=""mwEg""><dd id=""mwEw""> My mother was called <b id=""mwFA"">Yehudit</b> by her Russian Jewish parents when she was born in England, but the intransigent Englishman in the registry office had changed it first to Judith and then to Edith ( ""good English names"" ) - leaving the resultant impression that Jews were not even allowed to keep their own names.</dd></dl></li></ul></li>"
English,Yehudit,Related terms,,"Judah,  Judith,  Yehuda"," Judah,  Judith,  Yehuda","<li id=""mwFw""> <a href=""Judah.html"" id=""mwGA"" title=""Judah"">Judah</a></li>, <li id=""mwGQ""> <a href=""Judith.html"" id=""mwGg"" title=""Judith"">Judith</a></li>, <li id=""mwGw""> <a href=""Yehuda.html"" id=""mwHA"" title=""Yehuda"">Yehuda</a></li>"
English,Yei,Proper noun,,A city in South Sudan., A city in South Sudan.,"<li id=""mwBg""> A city in <a href=""South_Sudan.html"" id=""mwBw"" title=""South Sudan"">South Sudan</a>.</li>"
Spanish,Yekaterimburgo,Proper noun,Â m,Alternative form of Ekaterimburgo, Alternative form of Ekaterimburgo,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""es""><a href=""Ekaterimburgo.html"" title=""Ekaterimburgo"">Ekaterimburgo</a></i></span></span></li>"
English,Yekaterinburg,Alternative forms,,"Yekaterinbourg, Ekaterinburg"," Yekaterinbourg, Ekaterinburg","<li id=""mwAw""> Yekaterinbourg, <a href=""Ekaterinburg.html"" id=""mwBQ"" title=""Ekaterinburg"">Ekaterinburg</a></li>"
English,Yekaterinburg,Etymology,,"From Russian _•_º_°Ñ‚_µÑ€_¸ÌÅ___° â€_ + burg , referring to Catherine I of Russia.","From Russian _•_º_°Ñ‚_µÑ€_¸ÌÅ___° â€_(JekaterÃ_na) + burg (""fortress""), referring to Catherine I of Russia.","<p id=""mwBg"">From <span class=""etylcleanup"" id=""mwBw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Russian%20language"" title=""w:Russian language"">Russian</a></span></span> <i class=""Cyrl mention"" id=""mwCQ"" lang=""ru""><a href=""%D0%95%D0%BA%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0.html"" title=""_•_º_°Ñ‚_µÑ€_¸___°"">_•_º_°Ñ‚_µÑ€_¸ÌÅ___°</a></i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">JekaterÃ_na</span><span class=""mention-gloss-paren"" id=""mwCg"">)</span> + <i id=""mwCw""><a href=""burg.html"" id=""mwDA"" title=""burg"">burg</a></i> (""fortress""), referring to <a class=""external"" href=""https://en.wikipedia.org/wiki/Catherine%20I%20of%20Russia"" id=""mwDQ"" title=""w:Catherine I of Russia"">Catherine I of Russia</a>.</p>"
English,Yekaterinburg,Proper noun,,"A city in the Sverdlovsk oblast of Russia, the fifth-largest in the country by population."," A city in the Sverdlovsk oblast of Russia, the fifth-largest in the country by population.","<li id=""mwEg""> A city in the <a href=""Sverdlovsk.html"" id=""mwEw"" title=""Sverdlovsk"">Sverdlovsk</a> <a href=""oblast.html"" id=""mwFA"" title=""oblast"">oblast</a> of <a href=""Russia.html"" id=""mwFQ"" title=""Russia"">Russia</a>, the fifth-largest in the country by population.</li>"
English,Yekaterinburg,Synonyms,,Sverdlovsk , Sverdlovsk (name from 1924 to 1991),"<li id=""mwFw""> <a href=""Sverdlovsk.html"" id=""mwGA"" title=""Sverdlovsk"">Sverdlovsk</a> (name from 1924 to 1991)</li>"
English,Yekaterinodar,Proper noun,, Krasnodar. [before 1920], (historical) Krasnodar. [before 1920],"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content"">historical</span><span class=""ib-brac"" id=""mwBw"">)</span> <a href=""Krasnodar.html"" id=""mwCA"" title=""Krasnodar"">Krasnodar</a>. <span class=""defdate"" id=""mwCQ"">[before 1920]</span></li>"
English,Yekavian,Proper noun,,Alternative form of Ijekavian, Alternative form of Ijekavian,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Ijekavian.html"" title=""Ijekavian"">Ijekavian</a></i></span></span></li>"
English,Yekke,Alternative forms,,yekke, yekke,"<li id=""mwBA""> <a href=""yekke.html"" id=""mwBQ"" title=""yekke"">yekke</a></li>"
English,Yekke,Noun, â€_(plural Yekkes), A Jew originating from Germany, (mildly  derogatory) A Jew originating from Germany,"<li id=""mwCg""> <span class=""ib-brac"" id=""mwCw"">(</span><span class=""ib-content"">mildly<span> </span><span> </span><a href=""derogatory.html"" title=""derogatory"">derogatory</a></span><span class=""ib-brac"" id=""mwDA"">)</span> A <a href=""Jew.html"" id=""mwDQ"" title=""Jew"">Jew</a> originating from <a href=""Germany.html"" id=""mwDg"" title=""Germany"">Germany</a></li>"
English,Yekkes,Noun,,plural of Yekke, plural of Yekke,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Yekke.html"" title=""Yekke"">Yekke</a></i></span></span></li>"
Turkish,Yel,Proper noun,,A male given name, A male given name,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Turkish,YelboÄŸa,Proper noun,,A male given name, A male given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
Turkish,Yelda,Proper noun,,A female given name, A female given name,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">A female <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
English,Yelena,Alternative forms,,"Jelena,  Elena"," Jelena,  Elena","<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""en""><a href=""Jelena.html"" title=""Jelena"">Jelena</a></span></li>, <li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Elena.html"" title=""Elena"">Elena</a></span></li>"
English,Yelena,Etymology,,"From Russian _•_»_µÌÅ___° â€_, from Latin Helena, from Ancient Greek á_™Î»Î_Î_Î· â€_.","From Russian _•_»_µÌÅ___° â€_(JelÃ©na), from Latin Helena, from Ancient Greek á_™Î»Î_Î_Î· â€_(HelÃ©nÄ“).","<p id=""mwBw"">From <span class=""etyl"" id=""mwCA""><a class=""external"" href=""https://en.wikipedia.org/wiki/Russian%20language"" title=""w:Russian language"">Russian</a></span><span> </span><i class=""Cyrl mention"" lang=""ru""><a href=""%D0%95%D0%BB%D0%B5%D0%BD%D0%B0.html"" title=""_•_»_µ___°"">_•_»_µÌÅ___°</a></i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">JelÃ©na</span><span class=""mention-gloss-paren"">)</span>, from <span class=""etyl"" id=""mwCg""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span><span> </span><i class=""Latn mention"" id=""mwCw"" lang=""la""><a href=""Helena.html"" title=""Helena"">Helena</a></i>, from <span class=""etyl"" id=""mwDA""><a class=""external"" href=""https://en.wikipedia.org/wiki/Ancient%20Greek%20language"" title=""w:Ancient Greek language"">Ancient Greek</a></span><span> </span><i class=""polytonic mention"" lang=""grc""><a href=""%E1%BC%99%CE%BB%CE%AD%CE%BD%CE%B7.html"" title=""á_™Î»Î_Î_Î·"">á_™Î»Î_Î_Î·</a></i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">HelÃ©nÄ“</span><span class=""mention-gloss-paren"" id=""mwDQ"">)</span>.</p>"
English,Yelena,Proper noun,,"A Russian female given name, equivalent to English Helen"," A Russian female given name, equivalent to English Helen","<li id=""mwEg""> <span class=""use-with-mention"" id=""mwEw"">A Russian female <a href=""given_name.html"" title=""given name"">given name</a>, equivalent to English <span class=""Latn"" lang=""en""><a href=""Helen.html"" title=""Helen"">Helen</a></span></span></li>"
English,Yelisei,Alternative forms,,Yelisey, Yelisey,"<li id=""mwAg""> <span class=""Latn"" id=""mwAw"" lang=""en""><a href=""Yelisey.html"" title=""Yelisey"">Yelisey</a></span></li>"
English,Yelisei,Etymology,,From Russian _•_»_¸ÑÅ_µÌÅ__ â€_.,From Russian _•_»_¸ÑÅ_µÌÅ__ â€_(JelisÃ©j).,"<p id=""mwBA"">From <span class=""etylcleanup"" id=""mwBQ""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Russian%20language"" title=""w:Russian language"">Russian</a></span></span> <i class=""Cyrl mention"" id=""mwBw"" lang=""ru"">_•_»_¸ÑÅ_µÌÅ__</i><span> </span><span>â€_</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">JelisÃ©j</span><span class=""mention-gloss-paren"">)</span>.</p>"
English,Yelisei,Proper noun,,A Russian male given name, A Russian male given name,"<li id=""mwDQ""> <span class=""use-with-mention"" id=""mwDg"">A Russian male <a href=""given_name.html"" title=""given name"">given name</a></span></li>"
English,Yelisei,Related terms,,Elisha, Elisha,"<li id=""mwEQ""> <span class=""Latn"" id=""mwEg"" lang=""en""><a href=""Elisha.html"" title=""Elisha"">Elisha</a></span></li>"
English,Yelisey,Proper noun,,Alternative spelling of Yelisei, Alternative spelling of Yelisei,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""Yelisei.html"" title=""Yelisei"">Yelisei</a></i></span></span></li>"
