headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
English,A-frame,Pronunciation,,IPA: /èöeƒ»èÎfƒ_eƒ»m/, IPA(key): /èöeƒ»èÎfƒ_eƒ»m/,"<li id=""mwBg""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/èöeƒ»èÎfƒ_eƒ»m/</span></li>"
English,A-frame,Noun, ‰Û_(plural A-frames),"An architectural structure, in the shape of an ""A"", having two straight sides meeting at the top.[1]"," An architectural structure, in the shape of an ""A"", having two straight sides meeting at the top.[1]","<li id=""mwDg""> An <a href=""architectural.html"" id=""mwDw"" title=""architectural"">architectural</a> <a href=""structure.html"" id=""mwEA"" title=""structure"">structure</a>, in the shape of an ""A"", having two straight sides meeting at the top.<sup id=""cite_ref-1""><a href=""#cite_note-1"" style=""counter-reset: mw-Ref 1;""><span class=""mw-reflink-text"">[1]</span></a></sup></li>"
English,A-frame,References,,"‰ Ô  Brown, Lesley ","‰ Ô  Brown, Lesley (2003)","<li id=""cite_note-1""><a href=""#cite_ref-1""><span class=""mw-linkback-text"">‰ Ô </span></a> <span class=""mw-reference-text"" id=""mw-reference-text-cite_note-1"">Brown, Lesley (2003)</span></li>"
English,A-frames,Pronunciation,,IPA: /èöeƒ»èÎfƒ_eƒ»mz/, IPA(key): /èöeƒ»èÎfƒ_eƒ»mz/,"<li id=""mwAg""> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/èöeƒ»èÎfƒ_eƒ»mz/</span></li>"
English,A-frames,Noun,,plural of A-frame, plural of A-frame,"<li id=""mwCQ""> <span class=""form-of-definition"" id=""mwCg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-frame.html"" title=""A-frame"">A-frame</a></i></span></span></li>"
English,A-game,Noun, ‰Û_(uncountable), One's best performance, (US) One's best performance,"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/United%20States"" title=""w:United States"">US</a></span><span class=""ib-brac"" id=""mwCA"">)</span> One's best <a href=""performance.html"" id=""mwCQ"" title=""performance"">performance</a></li>"
English,A-gang,Noun, ‰Û_(plural A-gangs)," Auxiliary division onboard a ship or submarine. Responsible for sanitary, heating/AC, emergency diesels, hydraulics, high pressure air, low pressure air, oxygen generating equipment, potable water, hatch maintenance, and assorted systems."," (US Navy, slang) Auxiliary division onboard a ship or submarine. Responsible for sanitary, heating/AC, emergency diesels, hydraulics, high pressure air, low pressure air, oxygen generating equipment, potable water, hatch maintenance, and assorted systems.","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">US Navy<span class=""ib-comma"">,</span><span> </span>slang</span><span class=""ib-brac"" id=""mwCA"">)</span> Auxiliary division onboard a ship or submarine. Responsible for sanitary, heating/AC, emergency diesels, hydraulics, high pressure air, low pressure air, oxygen generating equipment, potable water, hatch maintenance, and assorted systems.</li>"
English,A-gangs,Noun,,plural of A-gang, plural of A-gang,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-gang.html"" title=""A-gang"">A-gang</a></i></span></span></li>"
English,A-gay,Etymology,,Short for A-list gay.,Short for A-list gay.,"<p id=""mwAg"">Short for <i class=""Latn mention"" id=""mwAw"" lang=""en""><a href=""A-list.html"" title=""A-list"">A-list</a></i> <i class=""Latn mention"" id=""mwBA"" lang=""en""><a href=""gay.html"" title=""gay"">gay</a></i>.</p>"
English,A-gay,Noun, ‰Û_(plural A-gays)," An A-list gay; an affluent, well-connected, upwardly mobile gay man or woman. 1998, Armistead Maupin, More Tales of the City  The A-Gays could talk about whoever was tooting coke in the bathroom. The B-Gays, being largely decorative, were not expected to talk. 2003, Justin McGuinness, Footprint Morocco  The latter is long past its heyday of the 1950s and 1960s, while Marrakech continues to attract wealthy A-gays. 2003, Michael S Piazza, Queeries  We who suffered the pain of playground exclusion now practice an enforced segregation with an effectiveness that designates certain members of our community as A-gays and marks the rest as inferior."," (LGBT, slang) An A-list gay; an affluent, well-connected, upwardly mobile gay man or woman. 1998, Armistead Maupin, More Tales of the City  The A-Gays could talk about whoever was tooting coke in the bathroom. The B-Gays, being largely decorative, were not expected to talk. 2003, Justin McGuinness, Footprint Morocco  The latter is long past its heyday of the 1950s and 1960s, while Marrakech continues to attract wealthy A-gays. 2003, Michael S Piazza, Queeries  We who suffered the pain of playground exclusion now practice an enforced segregation with an effectiveness that designates certain members of our community as A-gays and marks the rest as inferior.","<li id=""mwCQ""> <span class=""ib-brac"" id=""mwCg"">(</span><span class=""ib-content"">LGBT<span class=""ib-comma"">,</span><span> </span>slang</span><span class=""ib-brac"" id=""mwCw"">)</span> An <a href=""A-list.html"" id=""mwDA"" title=""A-list"">A-list</a> <a href=""gay.html"" id=""mwDQ"" title=""gay"">gay</a>; an <a href=""affluent.html"" id=""mwDg"" title=""affluent"">affluent</a>, well-connected, upwardly mobile gay man or woman.<ul id=""mwDw""><li id=""mwEA""> <b id=""mwEQ"">1998,</b> Armistead Maupin, <i id=""mwEg"">More Tales of the City</i> <a class=""external"" href=""http://books.google.com/books?ie=UTF-8&amp;hl=en&amp;id=ht1sleEJACYC&amp;pg=PA47&amp;lpg=PA47&amp;sig=wh3gd9dUoY-9gNu7PNnfRL4y0pU"" id=""mwEw""></a><dl id=""mwFA""><dd id=""mwFQ""> The <b id=""mwFg"">A-Gays</b> could talk about whoever was tooting coke in the bathroom.</dd><dd id=""mwFw""> The B-Gays, being largely decorative, were not expected to talk.</dd></dl></li><li id=""mwGA""> <b id=""mwGQ"">2003,</b> Justin McGuinness, <i id=""mwGg"">Footprint Morocco</i> <a class=""external"" href=""http://books.google.com/books?ie=UTF-8&amp;hl=en&amp;id=ldBtziUKLRIC&amp;pg=PA26&amp;lpg=PA26&amp;sig=K8ZsVL04ipvY8FoPLVnUy0SFet4"" id=""mwGw""></a><dl id=""mwHA""><dd id=""mwHQ""> The latter is long past its heyday of the 1950s and 1960s, while Marrakech continues to attract wealthy <b id=""mwHg"">A-gays</b>.</dd></dl></li><li id=""mwHw""> <b id=""mwIA"">2003,</b> Michael S Piazza, <i id=""mwIQ"">Queeries</i> <a class=""external"" href=""http://books.google.com/books?ie=UTF-8&amp;hl=en&amp;id=Yt6RQSl0kyIC&amp;pg=PA190&amp;lpg=PA190&amp;sig=ZgI8YWDYRLUg8F7Lzx-3rdz3TNo"" id=""mwIg""></a><dl id=""mwIw""><dd id=""mwJA""> We who suffered the pain of playground exclusion now practice an enforced segregation with an effectiveness that designates certain members of our community as <b id=""mwJQ"">A-gays</b> and marks the rest as inferior.</dd></dl></li></ul></li>"
English,A-gays,Noun,,plural of A-gay, plural of A-gay,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-gay.html"" title=""A-gay"">A-gay</a></i></span></span></li>"
English,A-grade,Adjective, ‰Û_(not comparable),"outstanding; of the first rank I realised I had been an A-grade fool."," outstanding; of the first rank I realised I had been an A-grade fool.","<li id=""mwBg""> <a href=""outstanding.html"" id=""mwBw"" title=""outstanding"">outstanding</a>; of the first rank<dl id=""mwCA""><dd id=""mwCQ""> <i id=""mwCg"">I realised I had been an <b id=""mwCw"">A-grade</b> fool.</i></dd></dl></li>"
English,A-grade,Synonyms,,"first-rate,  prize"," first-rate,  prize","<li id=""mwDQ""> <a href=""first-rate.html"" id=""mwDg"" title=""first-rate"">first-rate</a></li>, <li id=""mwDw""> <a href=""prize.html"" id=""mwEA"" title=""prize"">prize</a></li>"
English,A-level,Noun, ‰Û_(plural A-levels),Alternative spelling of A level, Alternative spelling of A level,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A_level.html"" title=""A level"">A level</a></i></span></span></li>"
English,A-levels,Noun,,Alternative spelling of A levels, Alternative spelling of A levels,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A_levels.html"" title=""A levels"">A levels</a></i></span></span></li>"
English,A-life,Noun, ‰Û_(uncountable),artificial life, artificial life,"<li id=""mwBg""> <a href=""artificial_life.html"" id=""mwBw"" title=""artificial life"">artificial life</a></li>"
English,A-life,Alternative forms,,": A-Life, a-life, ALife, Alife, aLife"," (artificial life): A-Life, a-life, ALife, Alife, aLife","<li id=""mwCQ""> <span class=""ib-brac"" id=""mwCg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">artificial life</span></span><span class=""ib-brac""><span class=""qualifier-brac"">)</span></span><span class=""ib-colon"" id=""mwCw""><span class=""sense-qualifier-colon"">:</span></span> <span class=""Latn"" id=""mwDA"" lang=""en""><a href=""A-Life.html"" title=""A-Life"">A-Life</a></span>, <span class=""Latn"" id=""mwDQ"" lang=""en""><a href=""a-life.html"" title=""a-life"">a-life</a></span>, <span class=""Latn"" id=""mwDg"" lang=""en""><a href=""ALife.html"" title=""ALife"">ALife</a></span>, <span class=""Latn"" id=""mwDw"" lang=""en""><a href=""Alife.html"" title=""Alife"">Alife</a></span>, <span class=""Latn"" id=""mwEA"" lang=""en""><a href=""aLife.html"" title=""aLife"">aLife</a></span></li>"
English,A-lifer,Etymology,,A-life +‰Û_ -er,A-life +‰Û_ -er,"<p id=""mwAQ""><i class=""Latn mention"" id=""mwAg"" lang=""en""><a href=""A-life.html"" title=""A-life"">A-life</a></i><span> +</span><span>‰Û_</span><span> </span><i class=""Latn mention"" lang=""en""><a href=""-er.html"" title=""-er"">-er</a></i></p>"
English,A-lifer,Noun, ‰Û_(plural A-lifers),"One with an interest in artificial life. 2005, Robert A. Wilson, Genes and the Agents of Life  A number of these concern Strong A-Life, the view that it is possible to create living things through the programs that A-Lifers write."," One with an interest in artificial life. 2005, Robert A. Wilson, Genes and the Agents of Life (page 92) A number of these concern Strong A-Life, the view that it is possible to create living things through the programs that A-Lifers write.","<li id=""mwCA""> One with an interest in <a href=""artificial_life.html"" id=""mwCQ"" title=""artificial life"">artificial life</a>.<ul id=""mwCg""><li id=""mwCw""> <b id=""mwDA"">2005</b>, Robert A. Wilson, <i id=""mwDQ"">Genes and the Agents of Life</i> (page 92)<dl id=""mwDg""><dd id=""mwDw""> A number of these concern Strong A-Life, the view that it is possible to create living things through the programs that <b id=""mwEA"">A-Lifers</b> write.</dd></dl></li></ul></li>"
English,A-lifers,Noun,,plural of A-lifer, plural of A-lifer,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-lifer.html"" title=""A-lifer"">A-lifer</a></i></span></span></li>"
English,A-line,Etymology,,From A +‰Û_ line ‰Û_,From A +‰Û_ line ‰Û_(‰ÛÏfigure‰Û),"<p id=""mwBw"">From <i class=""Latn mention"" id=""mwCA"" lang=""en""><a href=""A.html"" title=""A"">A</a></i><span> +</span><span>‰Û_</span><span> </span><i class=""Latn mention"" lang=""en""><a href=""line.html"" title=""line"">line</a></i><span> </span><span>‰Û_</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">‰ÛÏ</span><span class=""mention-gloss"">figure</span><span class=""mention-gloss-double-quote"">‰Û</span><span class=""mention-gloss-paren"">)</span></p>"
English,A-line,Adjective, ‰Û_(not comparable),"Having a silhouette that replicates the letter A by flaring out from the top, like a funnel, narrow and fitted at the neck and shoulders, skimming the hips and widening toward the bottom, with little or no shaping or seaming at the waist."," Having a silhouette that replicates the letter A by flaring out from the top, like a funnel, narrow and fitted at the neck and shoulders, skimming the hips and widening toward the bottom, with little or no shaping or seaming at the waist.","<li id=""mwDg""> Having a <a href=""silhouette.html"" id=""mwDw"" title=""silhouette"">silhouette</a> that replicates the letter A by flaring out from the top, like a funnel, narrow and fitted at the neck and shoulders, skimming the hips and widening toward the bottom, with little or no shaping or seaming at the waist.</li>"
English,A-line,Noun, ‰Û_(plural A-lines),Any article of clothing with a narrow mid-section and a flared bottom.[1], Any article of clothing with a narrow mid-section and a flared bottom.[1],"<li id=""mwFA""> Any article of clothing with a narrow mid-section and a flared bottom.<sup id=""cite_ref-1""><a href=""#cite_note-1"" style=""counter-reset: mw-Ref 1;""><span class=""mw-reflink-text"">[1]</span></a></sup></li>"
English,A-line,References,,"‰ Ô  Brown, Lesley ","‰ Ô  Brown, Lesley (2003)","<li id=""cite_note-1""><a href=""#cite_ref-1""><span class=""mw-linkback-text"">‰ Ô </span></a> <span class=""mw-reference-text"" id=""mw-reference-text-cite_note-1"">Brown, Lesley (2003)</span></li>"
English,A-lines,Noun,,plural of A-line, plural of A-line,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-line.html"" title=""A-line"">A-line</a></i></span></span></li>"
English,A-list,Noun, ‰Û_(uncountable)," An informal list of people in any of several categories  who are most admired, desirable or bankable. 2014 January 21,  Hermione Hoby,  ‰ÛÏJulia Roberts interview for August: Osage County ‰ÛÒ 'I might actually go to hell for thisåÊ...': Julia Roberts reveals why her violent, Oscar-nominated performance in August: Osage County made her feel 'like a terrible person' [print version: 'I might actually go to hell for thisåÊ...' ]‰Û, in  The Daily Telegraph :The film grossed $464 million worldwide, ensconcing her in the Hollywood A-list."," (chiefly US) An informal list of people in any of several categories (but especially in the entertainment industry) who are most admired, desirable or bankable. 2014 January 21,  Hermione Hoby,  ‰ÛÏJulia Roberts interview for August: Osage County ‰ÛÒ 'I might actually go to hell for thisåÊ...': Julia Roberts reveals why her violent, Oscar-nominated performance in August: Osage County made her feel 'like a terrible person' [print version: 'I might actually go to hell for thisåÊ...' (18 January 2014, p.åÊR4)]‰Û, in  The Daily Telegraph (Review):The film grossed $464 million worldwide, ensconcing her in the Hollywood A-list.","<li id=""mwBw""> <span class=""ib-brac"" id=""mwCA"">(</span><span class=""ib-content"">chiefly<span> </span><a class=""external"" href=""https://en.wikipedia.org/wiki/United%20States"" title=""w:United States"">US</a></span><span class=""ib-brac"" id=""mwCQ"">)</span> An informal list of people in any of several categories (but especially in the entertainment industry) who are most <a href=""admired.html"" id=""mwCg"" title=""admired"">admired</a>, <a href=""desirable.html"" id=""mwCw"" title=""desirable"">desirable</a> or <a href=""bankable.html"" id=""mwDA"" title=""bankable"">bankable</a>.<ul id=""mwDQ""><li id=""mwDg""> <div class=""citation-whole"" id=""mwDw""><span class=""cited-source""><b>2014</b> January 21,<span> </span><span> </span>Hermione Hoby,<span> </span><span> </span>‰ÛÏJulia Roberts interview for August: Osage County ‰ÛÒ 'I might actually go to hell for this<span>åÊ</span>...': Julia Roberts reveals why her violent, Oscar-nominated performance in August: Osage County made her feel 'like a terrible person' <span>[</span>print version: 'I might actually go to hell for this<span>åÊ</span>...' (18 January 2014, p.<span>åÊ</span>R4)<span>]</span>‰Û, in<span> </span><span> </span><cite><a class=""external"" href=""https://en.wikipedia.org/wiki/The%20Daily%20Telegraph"" title=""wikipedia:The Daily Telegraph"">The Daily Telegraph</a> (Review)</cite><sup><a class=""external"" href=""http://www.telegraph.co.uk/culture/film/10584525/Julia-Roberts-interview-for-August-Osage-County-I-might-actually-go-to-hell-for-this....html""></a></sup>:</span><dl><dd><span class=""cited-passage"">The film grossed $464 million worldwide, ensconcing her in the Hollywood <b>A-list</b>.</span></dd></dl></div></li></ul></li>"
English,A-list,Adjective, ‰Û_(not comparable), Best of the group; top., (chiefly US) Best of the group; top.,"<li id=""mwFA""> <span class=""ib-brac"" id=""mwFQ"">(</span><span class=""ib-content"">chiefly<span> </span><a class=""external"" href=""https://en.wikipedia.org/wiki/United%20States"" title=""w:United States"">US</a></span><span class=""ib-brac"" id=""mwFg"">)</span> Best of the group; top.</li>"
English,A-list,Related terms,,"B-list,  C-list"," B-list,  C-list","<li id=""mwGA""> <a href=""B-list.html"" id=""mwGQ"" title=""B-list"">B-list</a></li>, <li id=""mwGg""> C-list</li>"
English,A-list,References,,"Lesley Brown , The Shorter Oxford English Dictionary, 5th edition , page 1"," Lesley Brown (editor), The Shorter Oxford English Dictionary, 5th edition (Oxford University Press, 2003 [1933], ISBN 978-0-19-860575-7), page 1","<li id=""mwIg""> <span id=""mwIw"">Lesley Brown (editor), </span><i>The Shorter Oxford English Dictionary</i><span>, 5th edition (Oxford University Press, 2003 [1933], </span>ISBN 978-0-19-860575-7<span>), page 1</span></li>"
English,A-lister,Noun, ‰Û_(plural A-listers),Someone on an A-list., Someone on an A-list.,"<li id=""mwBg""> Someone on an <a href=""A-list.html"" id=""mwBw"" title=""A-list"">A-list</a>.</li>"
English,A-listers,Noun,,plural of A-lister, plural of A-lister,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-lister.html"" title=""A-lister"">A-lister</a></i></span></span></li>"
English,A-minor,Noun, ‰Û_(plural A-minors), the minor key with A as its tonic, (music) the minor key with A as its tonic,"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">music</span><span class=""ib-brac"" id=""mwCA"">)</span> the <a href=""minor_key.html"" id=""mwCQ"" title=""minor key"">minor key</a> with <a href=""A.html"" id=""mwCg"" title=""A"">A</a> as its <a href=""tonic.html"" id=""mwCw"" title=""tonic"">tonic</a></li>"
English,A-minor,Noun, ‰Û_(plural A-minors), the minor chord with a root of A, (music) the minor chord with a root of A,"<li id=""mwDA""> <span class=""ib-brac"" id=""mwDQ"">(</span><span class=""ib-content"">music</span><span class=""ib-brac"" id=""mwDg"">)</span> the <a href=""minor_chord.html"" id=""mwDw"" title=""minor chord"">minor chord</a> with a <a href=""root.html"" id=""mwEA"" title=""root"">root</a> of <a href=""A.html"" id=""mwEQ"" title=""A"">A</a></li>"
English,A-minors,Noun,,plural of A-minor, plural of A-minor,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-minor.html"" title=""A-minor"">A-minor</a></i></span></span></li>"
Vietnamese,A-nhi,Etymology,,From French Agni,From French Agni,"<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/French%20language"" title=""w:French language"">French</a></span></span> <i class=""Latn mention"" id=""mwBQ"" lang=""fr""><a href=""Agni.html"" title=""Agni"">Agni</a></i></p>"
Vietnamese,A-nhi,Pronunciation,," IPA: [æÓaèè¤è¤ ƒ_iè¤è¤],   IPA: [æÓaèè¤è¤ ƒ_ƒ»jè¤è¤],   IPA: [æÓaèè¤è´ ƒ_íÈƒ»jè¤è´]"," (HÌÊ N‡Èªi) IPA(key): [æÓaèè¤è¤ ƒ_iè¤è¤],  (Hu‡¼À) IPA(key): [æÓaèè¤è¤ ƒ_ƒ»jè¤è¤],  (H‡ÈÒ ChÌ_ Minh City) IPA(key): [æÓaèè¤è´ ƒ_íÈƒ»jè¤è´]","<li> (<i><a href=""H%C3%A0_N%E1%BB%99i.html"" title=""HÌÊ N‡Èªi"">HÌÊ N‡Èªi</a></i>) IPA<sup>(key)</sup>: <span class=""IPA"">[æÓaèè¤è¤ ƒ_iè¤è¤]</span></li>, <li> (<i><a href=""Hu%E1%BA%BF.html"" title=""Hu‡¼À"">Hu‡¼À</a></i>) IPA<sup>(key)</sup>: <span class=""IPA"">[æÓaèè¤è¤ ƒ_ƒ»jè¤è¤]</span></li>, <li> (<i><a href=""H%E1%BB%93_Ch%C3%AD_Minh_City.html"" title=""H‡ÈÒ ChÌ_ Minh City"">H‡ÈÒ ChÌ_ Minh City</a></i>) IPA<sup>(key)</sup>: <span class=""IPA"">[æÓaèè¤è´ ƒ_íÈƒ»jè¤è´]</span></li>"
Vietnamese,A-nhi,Proper noun,, Agni, (hinduism) Agni,"<li id=""mwCw""> <span class=""ib-brac"" id=""mwDA"">(</span><span class=""ib-content"">hinduism</span><span class=""ib-brac"" id=""mwDQ"">)</span> <a href=""Agni.html"" id=""mwDg"" title=""Agni"">Agni</a></li>"
Finnish,A-oikeudet,Noun,,A-license ," A-license (in Finland, a license that allows an establishment to retail alcoholic drinks with up to 80% of alcoholic content by volume)","<li id=""mwBQ""> A-<a href=""license.html"" id=""mwBg"" title=""license"">license</a> <span class=""gloss-brac"" id=""mwBw"">(</span><span class=""gloss-content"">in Finland, a license that allows an establishment to retail alcoholic drinks with up to 80% of alcoholic content by volume</span><span class=""gloss-brac"" id=""mwCA"">)</span></li>"
Finnish,A-oikeudet,Related terms,,"B-oikeudet,  C-oikeudet"," B-oikeudet,  C-oikeudet","<li id=""mwDA""> <span class=""Latn"" id=""mwDQ"" lang=""fi""><a href=""B-oikeudet.html"" title=""B-oikeudet"">B-oikeudet</a></span></li>, <li id=""mwDg""> <span class=""Latn"" id=""mwDw"" lang=""fi""><a href=""C-oikeudet.html"" title=""C-oikeudet"">C-oikeudet</a></span></li>"
English,A-okay,Alternative forms,,"AOK,  A-OK"," AOK,  A-OK","<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""en""><a href=""AOK.html"" title=""AOK"">AOK</a></span></li>, <li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""A-OK.html"" title=""A-OK"">A-OK</a></span></li>"
English,A-okay,Adjective," ‰Û_(comparative more A-okay, superlative most A-okay)"," In perfect order; thoroughly acceptable. 1970, Mike Brewer and Tom Shipley, Tarkio, ""Oh Mommy"" It says right there in the constitution, It's really A-okay to have a revolution, When the leaders that you choose Really don't fit their shoes."," (colloquial) In perfect order; thoroughly acceptable. 1970, Mike Brewer and Tom Shipley, Tarkio, ""Oh Mommy"" It says right there in the constitution, It's really A-okay to have a revolution, When the leaders that you choose Really don't fit their shoes.","<li id=""mwCw""> <span class=""ib-brac"" id=""mwDA"">(</span><span class=""ib-content"">colloquial</span><span class=""ib-brac"" id=""mwDQ"">)</span> In perfect order; thoroughly acceptable.<ul id=""mwDg""><li id=""mwDw""> <b id=""mwEA"">1970</b>, <a class=""external"" href=""https://en.wikipedia.org/wiki/Brewer%20&amp;%20Shipley"" id=""mwEQ"" title=""w:Brewer &amp; Shipley"">Mike Brewer and Tom Shipley</a>, <i id=""mwEg""><a class=""external"" href=""https://en.wikipedia.org/wiki/Tarkio%20(album)"" id=""mwEw"" title=""w:Tarkio (album)"">Tarkio</a></i>, ""Oh Mommy""<dl id=""mwFA""><dd id=""mwFQ""> It says right there in the constitution,</dd><dd id=""mwFg""> It's really <b id=""mwFw"">A-okay</b> to have a revolution,</dd><dd id=""mwGA""> When the leaders that you choose</dd><dd id=""mwGQ""> Really don't fit their shoes.</dd></dl></li></ul></li>"
English,A-per-se,Etymology,,A  + the Latin phrase per se .[1],A (the letter A) + the Latin phrase per se (by itself).[1],"<p id=""mwAg""><i id=""mwAw""><a href=""A.html"" id=""mwBA"" title=""A"">A</a></i> (the <a href=""letter.html"" id=""mwBQ"" title=""letter"">letter</a> A) + the Latin phrase <i id=""mwBg""><a href=""per_se.html"" id=""mwBw"" title=""per se"">per se</a></i> (<a href=""by.html"" id=""mwCA"" title=""by"">by</a> <a href=""itself.html"" id=""mwCQ"" title=""itself"">itself</a>).<sup id=""cite_ref-SEOD_1-0""><a href=""#cite_note-SEOD-1"" style=""counter-reset: mw-Ref 1;""><span class=""mw-reflink-text"">[1]</span></a></sup></p>"
English,A-per-se,Noun, ‰Û_(uncountable)," A person or thing that is preeminent, unique, or which has unusual merit. O fair Creseide, the flower and A-per-se Of Troy and Greece. ‰ÛÓ Chaucer."," (dated) A person or thing that is preeminent, unique, or which has unusual merit. O fair Creseide, the flower and A-per-se Of Troy and Greece. ‰ÛÓ Chaucer.","<li id=""mwDg""> <span class=""ib-brac"" id=""mwDw"">(</span><span class=""ib-content"">dated</span><span class=""ib-brac"" id=""mwEA"">)</span> A person or thing that is preeminent, unique, or which has unusual merit.<ul id=""mwEQ""><li id=""mwEg""> <i id=""mwEw"">O fair Creseide, the flower and <b id=""mwFA"">A-per-se</b> Of Troy and Greece.</i> <span id=""mwFQ"">‰ÛÓ</span> <a class=""external"" href=""https://en.wikipedia.org/wiki/Chaucer"" id=""mwFg"" title=""w:Chaucer"">Chaucer</a>.</li></ul></li>"
English,A-per-se,References,,"‰ Ô  Brown, Lesley ","‰ Ô  Brown, Lesley (2003)","<li id=""cite_note-SEOD-1""><a href=""#cite_ref-SEOD_1-0""><span class=""mw-linkback-text"">‰ Ô </span></a> <span class=""mw-reference-text"" id=""mw-reference-text-cite_note-SEOD-1"">Brown, Lesley (2003)</span></li>"
English,A-pillar,Noun, ‰Û_(plural A-pillars), The vertical support dividing a car's front windscreen from its front side windows., (automotive) The vertical support dividing a car's front windscreen from its front side windows.,"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">automotive</span><span class=""ib-brac"" id=""mwCA"">)</span> The <a href=""vertical.html"" id=""mwCQ"" title=""vertical"">vertical</a> <a href=""support.html"" id=""mwCg"" title=""support"">support</a> dividing a <a href=""car.html"" id=""mwCw"" title=""car"">car</a>'s front <a href=""windscreen.html"" id=""mwDA"" title=""windscreen"">windscreen</a> from its front side <a href=""window.html"" id=""mwDQ"" title=""window"">windows</a>.</li>"
English,A-pillar,Related terms,,"B-pillar,  C-pillar,  D-pillar"," B-pillar,  C-pillar,  D-pillar","<li id=""mwDw""> <span class=""Latn"" id=""mwEA"" lang=""en""><a href=""B-pillar.html"" title=""B-pillar"">B-pillar</a></span></li>, <li id=""mwEQ""> <span class=""Latn"" id=""mwEg"" lang=""en""><a href=""C-pillar.html"" title=""C-pillar"">C-pillar</a></span></li>, <li id=""mwEw""> <span class=""Latn"" id=""mwFA"" lang=""en""><a href=""D-pillar.html"" title=""D-pillar"">D-pillar</a></span></li>"
English,A-pillars,Noun,,plural of A-pillar, plural of A-pillar,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-pillar.html"" title=""A-pillar"">A-pillar</a></i></span></span></li>"
English,A-posts,Noun,,plural of A-post, plural of A-post,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-post.html"" title=""A-post"">A-post</a></i></span></span></li>"
English,A-road,Etymology,,From arterial road,From arterial road,"<p id=""mwAg"">From <i id=""mwAw""><a href=""artery.html"" id=""mwBA"" title=""artery"">arterial</a> road</i></p>"
English,A-road,Noun, ‰Û_(plural A-roads), A main or principal road. A trunk road., (Britain) A main or principal road. A trunk road.,"<li id=""mwCQ""> <span class=""ib-brac"" id=""mwCg"">(</span><span class=""ib-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Britain"" title=""w:Britain"">Britain</a></span><span class=""ib-brac"" id=""mwCw"">)</span> A main or <a href=""principal.html"" id=""mwDA"" title=""principal"">principal</a> <a href=""road.html"" id=""mwDQ"" title=""road"">road</a>. A <a href=""trunk.html"" id=""mwDg"" title=""trunk"">trunk</a> road.</li>"
English,A-roads,Noun,,plural of A-road, plural of A-road,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">plural of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""en""><a href=""A-road.html"" title=""A-road"">A-road</a></i></span></span></li>"
