headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Portuguese,Cochinchina,Proper noun, f,Cochin China , Cochin China (a historical region in Indochina),"<li id=""mwGg""> <span class=""Latn"" id=""mwGw"" lang=""en""><a href=""Cochin_China.html"" title=""Cochin China"">Cochin China</a></span><span> (a historical region in </span><span class=""Latn"" lang=""en""><a href=""Indochina.html"" title=""Indochina"">Indochina</a></span><span>)</span></li>"
Portuguese,Cochinchina,Proper noun, f,Timbuktu ," Timbuktu (placeholder for a remote, distant, or boring place)","<li id=""mwHQ""> <span class=""Latn"" id=""mwHg"" lang=""en""><a href=""Timbuktu.html"" title=""Timbuktu"">Timbuktu</a></span> <span class=""gloss-brac"" id=""mwHw"">(</span><span class=""gloss-content""><a href=""placeholder.html"" title=""placeholder"">placeholder</a> for a <a href=""remote.html"" title=""remote"">remote</a>, <a href=""distant.html"" title=""distant"">distant</a>, or <a href=""boring.html"" title=""boring"">boring</a> place</span><span class=""gloss-brac"" id=""mwIA"">)</span></li>"
Portuguese,Coelho,Proper noun, m f,A  surname​., A  surname​.,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A  <a href=""surname.html"" title=""surname"">surname</a><span>​</span>.</span></li>"
Portuguese,Colina,Proper noun,,Colina ," Colina (municipality in the state of São Paulo, Brazil)","<li id=""mwBg""> <span class=""Latn"" id=""mwBw"" lang=""en""><a href="""" title=""Colina"">Colina</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of São Paulo, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Colinas,Proper noun,,Colinas ," Colinas (municipality in the state of Rio Grande do Sul, Brazil)","<li id=""mwBg""> <span class=""Latn"" id=""mwBw"" lang=""en""><a href="""" title=""Colinas"">Colinas</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Rio Grande do Sul, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Colinas de Golã,Proper noun, f pl,Golan Heights , Golan Heights (plateau between Syria and Israel),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Golan_Heights.html"" title=""Golan Heights"">Golan Heights</a></span> <span class=""gloss-brac"" id=""mwBw"">(</span><span class=""gloss-content"">plateau between Syria and Israel</span><span class=""gloss-brac"" id=""mwCA"">)</span></li>"
Portuguese,Coliseu,Proper noun, m,Colosseum , Colosseum (ancient stadium in Rome),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Colosseum.html"" title=""Colosseum"">Colosseum</a></span> <span class=""gloss-brac"" id=""mwBw"">(</span><span class=""gloss-content"">ancient stadium in Rome</span><span class=""gloss-brac"" id=""mwCA"">)</span></li>"
Portuguese,Collor,Proper noun,,A  surname​., A  surname​.,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">A  <a href=""surname.html"" title=""surname"">surname</a><span>​</span>.</span></li>"
Portuguese,Collor,Proper noun,,"Fernando Collor de Mello, the 32nd president of Brazil ."," Fernando Collor de Mello, the 32nd president of Brazil (1990–1992).","<li id=""mwCQ""> <a class=""external"" href=""https://en.wikipedia.org/wiki/Fernando%20Collor%20de%20Mello"" id=""mwCg"" title=""wikipedia:Fernando Collor de Mello"">Fernando Collor de Mello</a>, the 32nd <a href=""president.html"" id=""mwCw"" title=""president"">president</a> of <a href=""Brazil.html"" id=""mwDA"" title=""Brazil"">Brazil</a> (1990–1992).</li>"
Portuguese,Colosso de Rodes,Proper noun, m,Colossus of Rhodes , Colossus of Rhodes (the statue of Helios),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Colossus_of_Rhodes.html"" title=""Colossus of Rhodes"">Colossus of Rhodes</a></span> <span class=""gloss-brac"" id=""mwBw"">(</span><span class=""gloss-content"">the statue of Helios</span><span class=""gloss-brac"" id=""mwCA"">)</span></li>"
Portuguese,Coluna,Proper noun,,Coluna ," Coluna (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBg""> <span class=""Latn"" id=""mwBw"" lang=""en""><a href="""" title=""Coluna"">Coluna</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Colónia,Alternative forms,,Colônia , Colônia (Brazil),"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""pt""><a href=""Col%C3%B4nia.html"" title=""Colônia"">Colônia</a></span> <span class=""ib-brac"" id=""mwBQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">Brazil</span></span><span class=""ib-brac"" id=""mwBg""><span class=""qualifier-brac"">)</span></span></li>"
Portuguese,Colónia,Proper noun, f (European orthography),Cologne ," Cologne (a city in North Rhine-Westphalia, Germany)","<li id=""mwDQ""> <span class=""Latn"" id=""mwDg"" lang=""en""><a href=""Cologne.html"" title=""Cologne"">Cologne</a></span><span> (a city in </span><span class=""Latn"" lang=""en""><a href=""North_Rhine-Westphalia.html"" title=""North Rhine-Westphalia"">North Rhine-Westphalia</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Germany.html"" title=""Germany"">Germany</a></span><span>)</span></li>"
Portuguese,Colónia,Synonyms,,Köln, Köln,"<li id=""mwEQ""> <span class=""Latn"" id=""mwEg"" lang=""pt""><a href=""K%C3%B6ln.html"" title=""Köln"">Köln</a></span></li>"
Portuguese,Colômbia,Etymology,,From Spanish Colombia.,From Spanish Colombia.,"<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Spanish%20language"" title=""w:Spanish language"">Spanish</a></span></span> <i class=""Latn mention"" id=""mwBQ"" lang=""es""><a href=""Colombia.html"" title=""Colombia"">Colombia</a></i>.</p>"
Portuguese,Colômbia,Pronunciation,, IPA: /ko.ˈlõ.bjɐ/, (Brazil) IPA(key): /ko.ˈlõ.bjɐ/,"<li id=""mwBw""> <span class=""ib-brac"" id=""mwCA""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwCQ""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ko.ˈlõ.bjɐ/</span></li>"
Portuguese,Colômbia,Proper noun, f,Colombia , Colombia (a country of South America),"<li id=""mwEA""> <span class=""Latn"" id=""mwEQ"" lang=""en""><a href=""Colombia.html"" title=""Colombia"">Colombia</a></span><span> (a country of </span><span class=""Latn"" lang=""en""><a href=""South_America.html"" title=""South America"">South America</a></span><span>)</span></li>"
Portuguese,Colômbia,Proper noun, f,Colômbia ," Colômbia (municipality in the state of São Paulo, Brazil)","<li id=""mwEw""> <span class=""Latn"" id=""mwFA"" lang=""en""><a href=""Col%C3%B4mbia.html"" title=""Colômbia"">Colômbia</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of São Paulo, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Colônia,Proper noun, f (Brazilian orthography),Alternative form of Colónia, Alternative form of Colónia,"<li id=""mwCA""> <span class=""form-of-definition"" id=""mwCQ"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Col%C3%B3nia.html"" title=""Colónia"">Colónia</a></i></span></span></li>"
Portuguese,Colúmbia Britânica,Proper noun, f,British Columbia , British Columbia (a province of Canada),"<li id=""mwBg""> <span class=""Latn"" id=""mwBw"" lang=""en""><a href=""British_Columbia.html"" title=""British Columbia"">British Columbia</a></span><span> (a province of </span><span class=""Latn"" lang=""en""><a href=""Canada.html"" title=""Canada"">Canada</a></span><span>)</span></li>"
Portuguese,Comendador Gomes,Proper noun,,Comendador Gomes ," Comendador Gomes (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Comendador Gomes"">Comendador Gomes</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Comendador Levy Gasparian,Proper noun,,Comendador Levy Gasparian ," Comendador Levy Gasparian (municipality in the state of Rio de Janeiro, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Comendador Levy Gasparian"">Comendador Levy Gasparian</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Rio de Janeiro, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Comercinho,Proper noun,,Comercinho ," Comercinho (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Comercinho"">Comercinho</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Comissão Europeia,Alternative forms,,Comissão Européia , Comissão Européia (superseded),"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""pt""><a href=""Comiss%C3%A3o_Europ%C3%A9ia.html"" title=""Comissão Européia"">Comissão Européia</a></span> <span class=""ib-brac"" id=""mwBQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">superseded</span></span><span class=""ib-brac"" id=""mwBg""><span class=""qualifier-brac"">)</span></span></li>"
Portuguese,Comissão Europeia,Proper noun, f,European Commission , European Commission (executive branch of the European Union),"<li id=""mwCw""> <span class=""Latn"" id=""mwDA"" lang=""en""><a href=""European_Commission.html"" title=""European Commission"">European Commission</a></span> <span class=""gloss-brac"" id=""mwDQ"">(</span><span class=""gloss-content"">executive branch of the European Union</span><span class=""gloss-brac"" id=""mwDg"">)</span></li>"
Portuguese,Comissão Européia,Proper noun, f,Superseded spelling of Comissão Europeia ., Superseded spelling of Comissão Europeia (used in Brazil from December 1971 until December 2008).,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">Superseded spelling of <i class=""Latn mention"" lang=""pt""><a href=""Comiss%C3%A3o_Europeia.html"" title=""Comissão Europeia"">Comissão Europeia</a></i></span><span> </span><span class=""ib-brac""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">used in Brazil from <a class=""external"" href=""https://en.wikipedia.org/wiki/Portuguese_spelling_reforms#A_timeline_of_spelling_reforms"" title=""w:Portuguese spelling reforms"">December 1971</a> until <a class=""external"" href=""https://en.wikipedia.org/wiki/Portuguese_Language_Orthographic_Agreement_of_1990"" title=""w:Portuguese Language Orthographic Agreement of 1990"">December 2008</a></span></span><span class=""ib-brac""><span class=""qualifier-brac"">)</span></span><span>.</span></li>"
Portuguese,Comissão Nacional da Verdade,Etymology,,"Literally, ""National Truth Commission"".","Literally, ""National Truth Commission"".","<p id=""mwAQ"">Literally, ""National Truth Commission"".</p>"
Portuguese,Comissão Nacional da Verdade,Proper noun, f,"A Brazilian commission, founded in 2011, whose purpose is to investigate human rights violations in the country in the period of 1946–1988, including the military dictatorship of 1964–1985."," A Brazilian commission, founded in 2011, whose purpose is to investigate human rights violations in the country in the period of 1946–1988, including the military dictatorship of 1964–1985.","<li id=""mwBg""> A <a href=""Brazilian.html"" id=""mwBw"" title=""Brazilian"">Brazilian</a> <a href=""commission.html"" id=""mwCA"" title=""commission"">commission</a>, founded in 2011, whose purpose is to investigate <a href=""human_rights.html"" id=""mwCQ"" title=""human rights"">human rights</a> violations in the country in the period of 1946–1988, including the military <a href=""dictatorship.html"" id=""mwCg"" title=""dictatorship"">dictatorship</a> of 1964–1985.</li>"
Portuguese,Comissão Nacional da Verdade,Synonyms,,Comissão da Verdade, Comissão da Verdade,"<li id=""mwDA""> <span class=""Latn"" id=""mwDQ"" lang=""pt""><a href=""Comiss%C3%A3o_da_Verdade.html"" title=""Comissão da Verdade"">Comissão da Verdade</a></span></li>"
Portuguese,Comissão Nacional da Verdade,External links,," National Truth Commission on  Wikipedia.Wikipedia ,   Comissão Nacional da Verdade on the Portuguese  Wikipedia.Wikipedia pt","  National Truth Commission on  Wikipedia.Wikipedia ,   Comissão Nacional da Verdade on the Portuguese  Wikipedia.Wikipedia pt","<li id=""mwEg""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/National%20Truth%20Commission"" title=""w:National Truth Commission"">National Truth Commission</a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwFA""><a class=""external"" href=""https://en.wikipedia.org/wiki/National%20Truth%20Commission"" title=""w:National Truth Commission"">Wikipedia </a></span></li>, <li id=""mwFQ""> <span> </span><b class=""Latn"" lang=""pt""><a class=""external"" href=""https://en.wikipedia.org/wiki/pt:Comissão%20Nacional%20da%20Verdade"" title=""w:pt:Comissão Nacional da Verdade"">Comissão Nacional da Verdade</a></b><span> on the Portuguese  Wikipedia.</span><span class=""interProject"" id=""mwFw""><a class=""external"" href=""https://en.wikipedia.org/wiki/pt:Comissão%20Nacional%20da%20Verdade"" title=""w:pt:Comissão Nacional da Verdade"">Wikipedia <sup>pt</sup></a></span></li>"
Portuguese,Comissão da Verdade,Etymology,,"Literally, ""Truth Commission"". Shortened from Comissão Nacional da Verdade ‎.","Literally, ""Truth Commission"". Shortened from Comissão Nacional da Verdade ‎(“National Truth Commission”).","<p id=""mwAQ"">Literally, ""Truth Commission"". Shortened from <i class=""Latn mention"" id=""mwAg"" lang=""pt""><a href=""Comiss%C3%A3o_Nacional_da_Verdade.html"" title=""Comissão Nacional da Verdade"">Comissão Nacional da Verdade</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">National Truth Commission</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwAw"">)</span>.</p>"
Portuguese,Comissão da Verdade,Proper noun, f,"Unofficial, shortened name for Comissão Nacional da Verdade."," Unofficial, shortened name for Comissão Nacional da Verdade.","<li id=""mwCA""> Unofficial, shortened name for <i class=""Latn mention"" id=""mwCQ"" lang=""pt""><a href=""Comiss%C3%A3o_Nacional_da_Verdade.html"" title=""Comissão Nacional da Verdade"">Comissão Nacional da Verdade</a></i>.</li>"
Portuguese,Comissão da Verdade,External links,," National Truth Commission on  Wikipedia.Wikipedia ,   Comissão Nacional da Verdade on the Portuguese  Wikipedia.Wikipedia pt","  National Truth Commission on  Wikipedia.Wikipedia ,   Comissão Nacional da Verdade on the Portuguese  Wikipedia.Wikipedia pt","<li id=""mwDg""> <span> </span><b class=""Latn"" lang=""en""><a class=""external"" href=""https://en.wikipedia.org/wiki/National%20Truth%20Commission"" title=""w:National Truth Commission"">National Truth Commission</a></b><span> on  Wikipedia.</span><span class=""interProject"" id=""mwEA""><a class=""external"" href=""https://en.wikipedia.org/wiki/National%20Truth%20Commission"" title=""w:National Truth Commission"">Wikipedia </a></span></li>, <li id=""mwEQ""> <span> </span><b class=""Latn"" lang=""pt""><a class=""external"" href=""https://en.wikipedia.org/wiki/pt:Comissão%20Nacional%20da%20Verdade"" title=""w:pt:Comissão Nacional da Verdade"">Comissão Nacional da Verdade</a></b><span> on the Portuguese  Wikipedia.</span><span class=""interProject"" id=""mwEw""><a class=""external"" href=""https://en.wikipedia.org/wiki/pt:Comissão%20Nacional%20da%20Verdade"" title=""w:pt:Comissão Nacional da Verdade"">Wikipedia <sup>pt</sup></a></span></li>"
Portuguese,Comodo,Proper noun, f,Alternative spelling of Komodo, Alternative spelling of Komodo,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Komodo.html"" title=""Komodo"">Komodo</a></i></span></span></li>"
Portuguese,Comunhão Anglicana,Proper noun, f,Anglican Communion , Anglican Communion (a worldwide network of churches that are in communion with the Church of England),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Anglican_Communion.html"" title=""Anglican Communion"">Anglican Communion</a></span> <span class=""gloss-brac"" id=""mwBw"">(</span><span class=""gloss-content"">a worldwide network of churches that are in communion with the Church of England</span><span class=""gloss-brac"" id=""mwCA"">)</span></li>"
Portuguese,Comunidade Valenciana,Proper noun, f,Valencian Community , Valencian Community (an autonomous community of Spain),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Valencian_Community.html"" title=""Valencian Community"">Valencian Community</a></span><span> (an autonomous community of </span><span class=""Latn"" lang=""en""><a href=""Spain.html"" title=""Spain"">Spain</a></span><span>)</span></li>"
Portuguese,Comunidade Valenciana,Synonyms,,Valência, Valência,"<li id=""mwCQ""> <span class=""Latn"" id=""mwCg"" lang=""pt""><a href=""Val%C3%AAncia.html"" title=""Valência"">Valência</a></span></li>"
Portuguese,Comunidade da Austrália,Proper noun, f,Commonwealth of Australia , Commonwealth of Australia (official of Australia),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Commonwealth_of_Australia.html"" title=""Commonwealth of Australia"">Commonwealth of Australia</a></span><span> (official of Australia)</span></li>"
Portuguese,Comunidade das Nações,Proper noun, f,Commonwealth of Nations , Commonwealth of Nations (association of independent states),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Commonwealth_of_Nations.html"" title=""Commonwealth of Nations"">Commonwealth of Nations</a></span> <span class=""gloss-brac"" id=""mwBw"">(</span><span class=""gloss-content"">association of independent states</span><span class=""gloss-brac"" id=""mwCA"">)</span></li>"
Portuguese,Comunidade de Estados Independentes,Proper noun, f,Alternative form of Comunidade dos Estados Independentes, Alternative form of Comunidade dos Estados Independentes,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Comunidade_dos_Estados_Independentes.html"" title=""Comunidade dos Estados Independentes"">Comunidade dos Estados Independentes</a></i></span></span></li>"
Portuguese,Comunidade dos Estados Independentes,Alternative forms,,Comunidade de Estados Independentes, Comunidade de Estados Independentes,"<li id=""mwAg""> <span class=""Latn"" id=""mwAw"" lang=""pt""><a href=""Comunidade_de_Estados_Independentes.html"" title=""Comunidade de Estados Independentes"">Comunidade de Estados Independentes</a></span></li>"
Portuguese,Comunidade dos Estados Independentes,Proper noun, f,Commonwealth of Independent States , Commonwealth of Independent States (successor to the Soviet Union),"<li id=""mwCA""> <span class=""Latn"" id=""mwCQ"" lang=""en""><a href=""Commonwealth_of_Independent_States.html"" title=""Commonwealth of Independent States"">Commonwealth of Independent States</a></span> <span class=""gloss-brac"" id=""mwCg"">(</span><span class=""gloss-content"">successor to the Soviet Union</span><span class=""gloss-brac"" id=""mwCw"">)</span></li>"
Portuguese,Comunidade dos Estados Independentes,Synonyms,,CEI, CEI,"<li id=""mwDQ""> <span class=""Latn"" id=""mwDg"" lang=""pt""><a href=""CEI.html"" title=""CEI"">CEI</a></span></li>"
Portuguese,Conacri,Proper noun, f,Alternative spelling of Conakry, Alternative spelling of Conakry,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Conakry.html"" title=""Conakry"">Conakry</a></i></span></span></li>"
Portuguese,Conceição,Etymology,,"From  Conceição ‎, after  Immaculate Conception.","From (Maria da) Conceição ‎(“Mary of the Conception”), after (Our Lady of the) Immaculate Conception.","<p id=""mwAg"">From <i class=""Latn mention"" id=""mwAw"" lang=""pt""><a href=""concei%C3%A7%C3%A3o.html"" title=""conceição"">(Maria da) Conceição</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">Mary of the Conception</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwBA"">)</span>, after <a class=""external"" href=""https://en.wikipedia.org/wiki/Immaculate%20Conception"" id=""mwBQ"" title=""w:Immaculate Conception"">(Our Lady of the) Immaculate Conception</a>.</p>"
Portuguese,Conceição,Pronunciation,," IPA: /kõ.sɐj.ˈsɐ̃w̃/, /kõ.sej.ˈsɐ̃w̃/"," (Portugal) IPA(key): /kõ.sɐj.ˈsɐ̃w̃/, /kõ.sej.ˈsɐ̃w̃/","<li id=""mwBw""> <span class=""ib-brac"" id=""mwCA""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/European%20Portuguese"" title=""w:European Portuguese"">Portugal</a></span></span><span class=""ib-brac"" id=""mwCQ""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/kõ.sɐj.ˈsɐ̃w̃/</span><span>, </span><span class=""IPA"" lang="""">/kõ.sej.ˈsɐ̃w̃/</span></li>"
Portuguese,Conceição,Proper noun, f,A female given name., A female given name.,"<li id=""mwEA""> <span class=""use-with-mention"" id=""mwEQ"">A female <a href=""given_name.html"" title=""given name"">given name</a></span>.</li>"
Portuguese,Conceição,Derived terms,,São , São (diminutive),"<li id=""mwFA""> <span class=""Latn"" id=""mwFQ"" lang=""pt""><a href=""S%C3%A3o.html"" title=""São"">São</a></span> <span class=""gloss-brac"" id=""mwFg"">(</span><span class=""gloss-content"">diminutive</span><span class=""gloss-brac"" id=""mwFw"">)</span></li>"
Portuguese,Conceição da Aparecida,Proper noun,,Conceição da Aparecida ," Conceição da Aparecida (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Concei%C3%A7%C3%A3o_da_Aparecida.html"" title=""Conceição da Aparecida"">Conceição da Aparecida</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Conceição da Barra de Minas,Proper noun,,Conceição da Barra de Minas ," Conceição da Barra de Minas (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Concei%C3%A7%C3%A3o_da_Barra_de_Minas.html"" title=""Conceição da Barra de Minas"">Conceição da Barra de Minas</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Conceição da Feira,Proper noun,,Conceição da Feira ," Conceição da Feira (municipality in the state of Bahia, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Concei%C3%A7%C3%A3o_da_Feira.html"" title=""Conceição da Feira"">Conceição da Feira</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Bahia, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Conceição das Alagoas,Proper noun,,Conceição das Alagoas ," Conceição das Alagoas (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Concei%C3%A7%C3%A3o_das_Alagoas.html"" title=""Conceição das Alagoas"">Conceição das Alagoas</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Conceição das Pedras,Proper noun,,Conceição das Pedras ," Conceição das Pedras (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Concei%C3%A7%C3%A3o_das_Pedras.html"" title=""Conceição das Pedras"">Conceição das Pedras</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Conceição de Ipanema,Proper noun,,Conceição de Ipanema ," Conceição de Ipanema (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Concei%C3%A7%C3%A3o_de_Ipanema.html"" title=""Conceição de Ipanema"">Conceição de Ipanema</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Conceição de Macabu,Proper noun,,Conceição de Macabu ," Conceição de Macabu (municipality in the state of Rio de Janeiro, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Concei%C3%A7%C3%A3o_de_Macabu.html"" title=""Conceição de Macabu"">Conceição de Macabu</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Rio de Janeiro, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Conceição do Almeida,Proper noun,,Conceição do Almeida ," Conceição do Almeida (municipality in the state of Bahia, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Concei%C3%A7%C3%A3o_do_Almeida.html"" title=""Conceição do Almeida"">Conceição do Almeida</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Bahia, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Conceição do Coité,Proper noun,,Conceição do Coité ," Conceição do Coité (municipality in the state of Bahia, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Concei%C3%A7%C3%A3o_do_Coit%C3%A9.html"" title=""Conceição do Coité"">Conceição do Coité</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Bahia, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Conceição do Jacuípe,Proper noun,,Conceição do Jacuípe ," Conceição do Jacuípe (municipality in the state of Bahia, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Concei%C3%A7%C3%A3o_do_Jacu%C3%ADpe.html"" title=""Conceição do Jacuípe"">Conceição do Jacuípe</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Bahia, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Conceição do Mato Dentro,Proper noun,,Conceição do Mato Dentro ," Conceição do Mato Dentro (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Concei%C3%A7%C3%A3o_do_Mato_Dentro.html"" title=""Conceição do Mato Dentro"">Conceição do Mato Dentro</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Conceição do Pará,Proper noun,,Conceição do Pará ," Conceição do Pará (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Concei%C3%A7%C3%A3o_do_Par%C3%A1.html"" title=""Conceição do Pará"">Conceição do Pará</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
